CDRDATE,SERVICE_KEY,IS_ROAMING,ISBFT,DIAMETER,TOTAL,REMARK
2023-11-05 05,200,0,0,2001,44,day1
2023-11-05 05,300,1,0,2001,12,day1
2023-11-05 05,300,1,0,4012,66,day1
2023-11-05 05,300,0,0,5004,27,day1
2023-11-05 06,100,0,0,2001,59449,day1
2023-11-05 06,100,1,0,2001,9,day1
2023-11-05 06,100,0,0,4010,884,day1
2023-11-05 06,100,0,0,4012,25831,day1
2023-11-05 06,100,1,0,4012,16,day1
2023-11-05 06,100,0,0,5031,1489,day1
2023-11-05 06,100,1,0,5031,10,day1
2023-11-05 06,100,0,0,,1735,day1
2023-11-05 06,100,1,0,,2,day1
2023-11-05 06,133,0,0,,74,day1
2023-11-05 06,150,0,0,4010,1,day1
2023-11-05 06,150,0,0,4012,2,day1
2023-11-05 06,150,0,0,5030,48,day1
2023-11-05 06,150,0,0,,6,day1
2023-11-05 06,200,0,0,2001,62,day1
2023-11-05 06,300,1,0,2001,15,day1
2023-11-05 06,300,1,0,4012,74,day1
2023-11-05 06,300,0,0,5004,135,day1
2023-11-05 06,300,1,0,5031,2,day1
2023-11-05 07,100,0,0,2001,78240,day1
2023-11-05 07,100,1,0,2001,3,day1
2023-11-05 07,100,0,0,4010,993,day1
2023-11-05 07,100,0,0,4012,35681,day1
2023-11-05 07,100,1,0,4012,55,day1
2023-11-05 07,100,0,0,5031,1892,day1
2023-11-05 07,100,1,0,5031,6,day1
2023-11-05 07,100,0,0,,2469,day1
2023-11-05 07,100,1,0,,7,day1
2023-11-05 07,133,0,0,,193,day1
2023-11-05 07,150,0,0,2001,4,day1
2023-11-05 07,150,0,0,4010,7,day1
2023-11-05 07,150,0,0,5030,71,day1
2023-11-05 07,150,0,0,,6,day1
2023-11-05 07,200,0,0,2001,114,day1
2023-11-05 07,300,1,0,2001,20,day1
2023-11-05 07,300,1,0,4012,741,day1
2023-11-05 07,300,0,0,5004,746,day1
2023-11-05 07,300,1,0,5031,9,day1
2023-11-05 07,400,1,0,2001,1,day1
2023-11-05 08,100,0,0,2001,98109,day1
2023-11-05 08,100,1,0,2001,2,day1
2023-11-05 08,100,0,0,4010,978,day1
2023-11-05 08,100,0,0,4012,44679,day1
2023-11-05 08,100,1,0,4012,52,day1
2023-11-05 08,100,0,0,5031,2657,day1
2023-11-05 08,100,1,0,5031,5,day1
2023-11-05 08,100,0,0,,2966,day1
2023-11-05 08,100,1,0,,2,day1
2023-11-05 08,133,0,0,,206,day1
2023-11-05 08,150,0,0,2001,1,day1
2023-11-05 08,150,0,0,4010,9,day1
2023-11-05 08,150,0,0,4012,1,day1
2023-11-05 08,150,0,0,5030,69,day1
2023-11-05 08,150,0,0,,6,day1
2023-11-05 08,200,0,0,2001,139,day1
2023-11-05 08,200,0,0,4012,24,day1
2023-11-05 08,200,0,0,,1,day1
2023-11-05 08,300,1,0,2001,100,day1
2023-11-05 08,300,1,0,4012,3131,day1
2023-11-05 08,300,0,0,5004,3039,day1
2023-11-05 08,300,1,0,5031,26,day1
2023-11-05 08,400,1,0,2001,1,day1
2023-11-05 09,100,0,0,2001,110614,day1
2023-11-05 09,100,1,0,2001,6,day1
2023-11-05 09,100,0,0,4010,1093,day1
2023-11-05 09,100,0,0,4012,49891,day1
2023-11-05 09,100,1,0,4012,37,day1
2023-11-05 09,100,0,0,5030,1,day1
2023-11-05 09,100,0,0,5031,2938,day1
2023-11-05 09,100,1,0,5031,12,day1
2023-11-05 09,100,0,0,,3411,day1
2023-11-05 09,133,0,0,,270,day1
2023-11-05 09,150,0,0,4010,9,day1
2023-11-05 09,150,0,0,4012,1,day1
2023-11-05 09,150,0,0,5030,120,day1
2023-11-05 09,150,0,0,5031,2,day1
2023-11-05 09,150,0,0,,6,day1
2023-11-05 09,200,0,0,2001,220,day1
2023-11-05 09,200,0,0,4012,175,day1
2023-11-05 09,200,0,0,,1,day1
2023-11-05 09,300,1,0,2001,102,day1
2023-11-05 09,300,1,0,4012,3213,day1
2023-11-05 09,300,0,0,5004,3498,day1
2023-11-05 09,300,1,0,5031,48,day1
2023-11-05 09,400,1,0,2001,2,day1
2023-11-05 10,100,0,0,2001,114709,day1
2023-11-05 10,100,1,0,2001,6,day1
2023-11-05 10,100,0,0,4010,1243,day1
2023-11-05 10,100,0,0,4012,50962,day1
2023-11-05 10,100,1,0,4012,71,day1
2023-11-05 10,100,0,1,5005,1,day1
2023-11-05 10,100,0,0,5030,1,day1
2023-11-05 10,100,0,0,5031,3331,day1
2023-11-05 10,100,1,0,5031,20,day1
2023-11-05 10,100,0,0,,3539,day1
2023-11-05 10,100,1,0,,4,day1
2023-11-05 10,133,0,0,,213,day1
2023-11-05 10,150,0,0,4010,16,day1
2023-11-05 10,150,0,0,5030,166,day1
2023-11-05 10,150,0,0,5031,2,day1
2023-11-05 10,150,0,0,,14,day1
2023-11-05 10,150,1,0,,1,day1
2023-11-05 10,200,0,0,2001,195,day1
2023-11-05 10,200,0,0,4012,25,day1
2023-11-05 10,200,0,0,5031,1,day1
2023-11-05 10,300,1,0,2001,150,day1
2023-11-05 10,300,1,0,4012,4163,day1
2023-11-05 10,300,0,0,5004,3850,day1
2023-11-05 10,300,1,0,5031,39,day1
2023-11-05 10,400,1,0,2001,3,day1
2023-11-05 11,100,0,0,2001,110263,day1
2023-11-05 11,100,1,0,2001,13,day1
2023-11-05 11,100,0,0,4010,1219,day1
2023-11-05 11,100,1,0,4010,1,day1
2023-11-05 11,100,0,0,4012,50096,day1
2023-11-05 11,100,1,0,4012,73,day1
2023-11-05 11,100,0,1,5005,3,day1
2023-11-05 11,100,1,0,5030,2,day1
2023-11-05 11,100,0,0,5031,3806,day1
2023-11-05 11,100,1,0,5031,26,day1
2023-11-05 11,100,0,0,,3487,day1
2023-11-05 11,100,1,0,,3,day1
2023-11-05 11,133,0,0,,272,day1
2023-11-05 11,150,0,0,4010,20,day1
2023-11-05 11,150,0,0,5030,108,day1
2023-11-05 11,150,0,0,5031,2,day1
2023-11-05 11,150,0,0,,12,day1
2023-11-05 11,200,0,0,2001,256,day1
2023-11-05 11,200,0,0,4010,1,day1
2023-11-05 11,200,0,0,4012,1,day1
2023-11-05 11,200,0,0,5031,1,day1
2023-11-05 11,200,0,0,,1,day1
2023-11-05 11,300,1,0,2001,100,day1
2023-11-05 11,300,1,0,4012,3064,day1
2023-11-05 11,300,0,0,5004,2898,day1
2023-11-05 11,300,1,0,5031,53,day1
2023-11-05 11,400,1,0,2001,1,day1
2023-11-05 12,100,0,0,2001,115026,day1
2023-11-05 12,100,1,0,2001,10,day1
2023-11-05 12,100,0,0,4010,1152,day1
2023-11-05 12,100,0,0,4012,52008,day1
2023-11-05 12,100,1,0,4012,58,day1
2023-11-05 12,100,0,1,5005,1,day1
2023-11-05 12,100,0,0,5031,3847,day1
2023-11-05 12,100,1,0,5031,15,day1
2023-11-05 12,100,0,0,,3291,day1
2023-11-05 12,100,1,0,,3,day1
2023-11-05 12,133,0,0,,265,day1
2023-11-05 12,150,0,0,4010,6,day1
2023-11-05 12,150,0,0,4012,2,day1
2023-11-05 12,150,0,0,5030,104,day1
2023-11-05 12,150,0,0,5031,4,day1
2023-11-05 12,150,0,0,,18,day1
2023-11-05 12,200,0,0,2001,287,day1
2023-11-05 12,200,0,0,5031,1,day1
2023-11-05 12,300,1,0,2001,130,day1
2023-11-05 12,300,1,0,4012,4807,day1
2023-11-05 12,300,0,0,5004,4366,day1
2023-11-05 12,300,1,0,5031,66,day1
2023-11-05 12,400,1,0,2001,3,day1
2023-11-05 13,100,0,0,2001,105524,day1
2023-11-05 13,100,1,0,2001,12,day1
2023-11-05 13,100,0,0,4010,1042,day1
2023-11-05 13,100,0,0,4012,48435,day1
2023-11-05 13,100,1,0,4012,56,day1
2023-11-05 13,100,0,0,5030,4,day1
2023-11-05 13,100,0,0,5031,3613,day1
2023-11-05 13,100,1,0,5031,17,day1
2023-11-05 13,100,0,0,,3118,day1
2023-11-05 13,100,1,0,,2,day1
2023-11-05 13,133,0,0,,223,day1
2023-11-05 13,150,0,0,4010,15,day1
2023-11-05 13,150,0,0,5030,136,day1
2023-11-05 13,150,0,0,5031,3,day1
2023-11-05 13,150,0,0,,17,day1
2023-11-05 13,200,0,0,2001,217,day1
2023-11-05 13,200,0,0,4010,1,day1
2023-11-05 13,200,0,0,4012,3,day1
2023-11-05 13,200,0,0,5031,1,day1
2023-11-05 13,200,0,0,,2,day1
2023-11-05 13,300,1,0,2001,61,day1
2023-11-05 13,300,1,0,4012,3285,day1
2023-11-05 13,300,0,0,5004,2424,day1
2023-11-05 13,300,1,0,5031,49,day1
2023-11-05 13,400,1,0,2001,1,day1
2023-11-05 14,100,0,0,2001,104231,day1
2023-11-05 14,100,1,0,2001,8,day1
2023-11-05 14,100,0,0,4010,1105,day1
2023-11-05 14,100,0,0,4012,47005,day1
2023-11-05 14,100,1,0,4012,54,day1
2023-11-05 14,100,0,0,5031,4065,day1
2023-11-05 14,100,1,0,5031,20,day1
2023-11-05 14,100,0,0,,2993,day1
2023-11-05 14,100,1,0,,12,day1
2023-11-05 14,133,0,0,,199,day1
2023-11-05 14,150,0,0,4010,21,day1
2023-11-05 14,150,0,0,5030,111,day1
2023-11-05 14,150,0,0,5031,5,day1
2023-11-05 14,150,0,0,,13,day1
2023-11-05 14,200,0,0,2001,392,day1
2023-11-05 14,200,0,0,4010,3,day1
2023-11-05 14,200,0,0,5031,1,day1
2023-11-05 14,300,1,0,2001,113,day1
2023-11-05 14,300,1,0,4012,3035,day1
2023-11-05 14,300,0,0,5004,2534,day1
2023-11-05 14,300,1,0,5031,9,day1
2023-11-05 14,400,1,0,2001,1,day1
2023-11-05 15,100,0,0,2001,105951,day1
2023-11-05 15,100,1,0,2001,7,day1
2023-11-05 15,100,0,0,4010,1184,day1
2023-11-05 15,100,1,0,4010,2,day1
2023-11-05 15,100,0,0,4012,47830,day1
2023-11-05 15,100,1,0,4012,61,day1
2023-11-05 15,100,0,1,5005,1,day1
2023-11-05 15,100,0,0,5031,3975,day1
2023-11-05 15,100,1,0,5031,8,day1
2023-11-05 15,100,0,0,,2968,day1
2023-11-05 15,100,1,0,,14,day1
2023-11-05 15,133,0,0,,195,day1
2023-11-05 15,150,0,0,2001,1,day1
2023-11-05 15,150,0,0,4010,12,day1
2023-11-05 15,150,0,0,4012,1,day1
2023-11-05 15,150,0,0,5030,113,day1
2023-11-05 15,150,0,0,5031,4,day1
2023-11-05 15,150,0,0,,6,day1
2023-11-05 15,150,1,0,,1,day1
2023-11-05 15,200,0,0,2001,195,day1
2023-11-05 15,200,0,0,4012,2,day1
2023-11-05 15,200,0,0,5031,5,day1
2023-11-05 15,300,1,0,2001,88,day1
2023-11-05 15,300,1,0,4012,2593,day1
2023-11-05 15,300,0,0,5004,2195,day1
2023-11-05 15,300,1,0,5031,10,day1
2023-11-05 15,400,1,0,2001,2,day1
2023-11-05 16,100,0,0,2001,113629,day1
2023-11-05 16,100,1,0,2001,3,day1
2023-11-05 16,100,0,0,4010,1449,day1
2023-11-05 16,100,1,0,4010,1,day1
2023-11-05 16,100,0,0,4012,48932,day1
2023-11-05 16,100,1,0,4012,48,day1
2023-11-05 16,100,0,0,5031,3192,day1
2023-11-05 16,100,1,0,5031,18,day1
2023-11-05 16,100,0,0,,3014,day1
2023-11-05 16,100,1,0,,4,day1
2023-11-05 16,133,0,0,,189,day1
2023-11-05 16,150,0,0,2001,2,day1
2023-11-05 16,150,0,0,4010,17,day1
2023-11-05 16,150,0,0,5030,125,day1
2023-11-05 16,150,0,0,5031,1,day1
2023-11-05 16,150,0,0,,15,day1
2023-11-05 16,200,0,0,2001,171,day1
2023-11-05 16,200,0,0,4012,1,day1
2023-11-05 16,200,0,0,5031,4,day1
2023-11-05 16,300,1,0,2001,71,day1
2023-11-05 16,300,1,0,4012,2905,day1
2023-11-05 16,300,0,0,5004,2465,day1
2023-11-05 16,300,1,0,5031,42,day1
2023-11-05 17,100,0,0,2001,112095,day1
2023-11-05 17,100,1,0,2001,19,day1
2023-11-05 17,100,0,0,4010,1830,day1
2023-11-05 17,100,0,0,4012,50782,day1
2023-11-05 17,100,1,0,4012,49,day1
2023-11-05 17,100,0,1,5005,2,day1
2023-11-05 17,100,0,0,5031,3010,day1
2023-11-05 17,100,1,0,5031,28,day1
2023-11-05 17,100,0,0,,3328,day1
2023-11-05 17,100,1,0,,2,day1
2023-11-05 17,133,0,0,,239,day1
2023-11-05 17,150,0,0,4010,19,day1
2023-11-05 17,150,0,0,5030,155,day1
2023-11-05 17,150,0,0,5031,2,day1
2023-11-05 17,150,0,0,,13,day1
2023-11-05 17,200,0,0,2001,147,day1
2023-11-05 17,200,0,0,5031,1,day1
2023-11-05 17,300,1,0,2001,60,day1
2023-11-05 17,300,1,0,4012,2188,day1
2023-11-05 17,300,0,0,5004,2014,day1
2023-11-05 17,300,1,0,5031,35,day1
2023-11-05 18,100,0,0,2001,122127,day1
2023-11-05 18,100,1,0,2001,7,day1
2023-11-05 18,100,0,0,4010,1648,day1
2023-11-05 18,100,0,0,4012,57695,day1
2023-11-05 18,100,1,0,4012,40,day1
2023-11-05 18,100,0,1,5005,1,day1
2023-11-05 18,100,0,0,5030,2,day1
2023-11-05 18,100,0,0,5031,2884,day1
2023-11-05 18,100,1,0,5031,15,day1
2023-11-05 18,100,0,0,,3927,day1
2023-11-05 18,100,1,0,,5,day1
2023-11-05 18,133,0,0,,272,day1
2023-11-05 18,150,0,0,4010,15,day1
2023-11-05 18,150,0,0,5030,195,day1
2023-11-05 18,150,0,0,,19,day1
2023-11-05 18,200,0,0,2001,163,day1
2023-11-05 18,200,0,0,,1,day1
2023-11-05 18,300,1,0,2001,89,day1
2023-11-05 18,300,1,0,4012,3336,day1
2023-11-05 18,300,0,0,5004,2761,day1
2023-11-05 18,300,1,0,5031,32,day1
2023-11-05 19,100,0,0,2001,116157,day1
2023-11-05 19,100,1,0,2001,9,day1
2023-11-05 19,100,0,0,4010,1672,day1
2023-11-05 19,100,0,0,4012,55458,day1
2023-11-05 19,100,1,0,4012,62,day1
2023-11-05 19,100,0,0,5031,2705,day1
2023-11-05 19,100,1,0,5031,15,day1
2023-11-05 19,100,0,0,,4117,day1
2023-11-05 19,100,1,0,,16,day1
2023-11-05 19,133,0,0,,305,day1
2023-11-05 19,150,0,0,4010,12,day1
2023-11-05 19,150,0,0,4012,1,day1
2023-11-05 19,150,0,0,5030,206,day1
2023-11-05 19,150,0,0,5031,1,day1
2023-11-05 19,150,0,0,,20,day1
2023-11-05 19,200,0,0,2001,142,day1
2023-11-05 19,200,0,0,4012,1,day1
2023-11-05 19,200,0,0,5031,1,day1
2023-11-05 19,300,1,0,2001,93,day1
2023-11-05 19,300,1,0,4012,2188,day1
2023-11-05 19,300,0,0,5004,2099,day1
2023-11-05 19,300,1,0,5031,45,day1
2023-11-05 19,400,1,0,2001,3,day1
2023-11-05 20,100,0,0,2001,78057,day1
2023-11-05 20,100,1,0,2001,20,day1
2023-11-05 20,100,0,0,4010,1204,day1
2023-11-05 20,100,1,0,4010,3,day1
2023-11-05 20,100,0,0,4012,37242,day1
2023-11-05 20,100,1,0,4012,41,day1
2023-11-05 20,100,0,0,5031,1753,day1
2023-11-05 20,100,1,0,5031,24,day1
2023-11-05 20,100,0,0,,2904,day1
2023-11-05 20,100,1,0,,1,day1
2023-11-05 20,133,0,0,,248,day1
2023-11-05 20,150,0,0,4010,19,day1
2023-11-05 20,150,0,0,5030,136,day1
2023-11-05 20,150,0,0,5031,1,day1
2023-11-05 20,150,0,0,,26,day1
2023-11-05 20,200,0,0,2001,83,day1
2023-11-05 20,200,0,0,4010,1,day1
2023-11-05 20,200,0,0,4012,1,day1
2023-11-05 20,200,0,0,5031,1,day1
2023-11-05 20,300,1,0,2001,58,day1
2023-11-05 20,300,1,0,4012,403,day1
2023-11-05 20,300,0,0,5004,368,day1
2023-11-05 20,400,1,0,2001,1,day1
2023-10-30 00,100,0,0,2001,24421,day7
2023-10-30 00,100,1,0,2001,5,day7
2023-10-30 00,100,0,0,4010,128,day7
2023-10-30 00,100,0,0,4012,12724,day7
2023-10-30 00,100,1,0,4012,45,day7
2023-10-30 00,100,0,1,5005,1,day7
2023-10-30 00,100,0,0,5031,2327,day7
2023-10-30 00,100,1,0,5031,6,day7
2023-10-30 00,100,0,0,,879,day7
2023-10-30 00,100,1,0,,1,day7
2023-10-30 00,133,0,0,,42,day7
2023-10-30 00,150,0,0,4010,4,day7
2023-10-30 00,150,0,0,5030,37,day7
2023-10-30 00,150,0,0,5031,4,day7
2023-10-30 00,150,0,0,,2,day7
2023-10-30 00,200,0,0,2001,22,day7
2023-10-30 00,300,1,0,2001,17,day7
2023-10-30 00,300,1,0,4012,125,day7
2023-10-30 00,300,0,0,5004,112,day7
2023-10-30 01,100,0,0,2001,15707,day7
2023-10-30 01,100,1,0,2001,1,day7
2023-10-30 01,100,0,0,4010,82,day7
2023-10-30 01,100,0,0,4012,7686,day7
2023-10-30 01,100,1,0,4012,15,day7
2023-10-30 01,100,0,0,5031,737,day7
2023-10-30 01,100,1,0,5031,6,day7
2023-10-30 01,100,0,0,,584,day7
2023-10-30 01,100,1,0,,1,day7
2023-10-30 01,133,0,0,,21,day7
2023-10-30 01,150,0,0,4010,1,day7
2023-10-30 01,150,0,0,5030,16,day7
2023-10-30 01,150,0,0,,2,day7
2023-10-30 01,200,0,0,2001,11,day7
2023-10-30 01,300,1,0,4012,78,day7
2023-10-30 01,300,0,0,5004,68,day7
2023-10-30 02,100,0,0,2001,10856,day7
2023-10-30 02,100,1,0,2001,1,day7
2023-10-30 02,100,0,0,4010,37,day7
2023-10-30 02,100,0,0,4012,5186,day7
2023-10-30 02,100,1,0,4012,23,day7
2023-10-30 02,100,0,1,5005,3,day7
2023-10-30 02,100,0,0,5031,454,day7
2023-10-30 02,100,1,0,5031,1,day7
2023-10-30 02,100,0,0,,402,day7
2023-10-30 02,100,1,0,,1,day7
2023-10-30 02,133,0,0,,18,day7
2023-10-30 02,150,0,0,5030,10,day7
2023-10-30 02,150,0,0,,1,day7
2023-10-30 02,200,0,0,2001,34,day7
2023-10-30 02,300,1,0,2001,8,day7
2023-10-30 02,300,1,0,4012,111,day7
2023-10-30 02,300,0,0,5004,54,day7
2023-10-30 03,100,0,0,2001,9828,day7
2023-10-30 03,100,0,0,4010,59,day7
2023-10-30 03,100,1,0,4010,6,day7
2023-10-30 03,100,0,0,4012,4573,day7
2023-10-30 03,100,1,0,4012,11,day7
2023-10-30 03,100,0,0,5031,384,day7
2023-10-30 03,100,1,0,5031,3,day7
2023-10-30 03,100,0,0,,317,day7
2023-10-30 03,100,1,0,,1,day7
2023-10-30 03,133,0,0,,15,day7
2023-10-30 03,150,0,0,5030,11,day7
2023-10-30 03,200,0,0,2001,33,day7
2023-10-30 03,300,1,0,4012,79,day7
2023-10-30 03,300,0,0,5004,31,day7
2023-10-30 04,100,0,0,2001,17589,day7
2023-10-30 04,100,1,0,2001,2,day7
2023-10-30 04,100,0,0,4010,99,day7
2023-10-30 04,100,0,0,4012,7138,day7
2023-10-30 04,100,1,0,4012,11,day7
2023-10-30 04,100,0,0,5031,495,day7
2023-10-30 04,100,1,0,5031,10,day7
2023-10-30 04,100,0,0,,530,day7
2023-10-30 04,133,0,0,,12,day7
2023-10-30 04,150,0,0,4010,3,day7
2023-10-30 04,150,0,0,5030,8,day7
2023-10-30 04,150,0,0,5031,1,day7
2023-10-30 04,150,0,0,,1,day7
2023-10-30 04,200,0,0,2001,46,day7
2023-10-30 04,300,1,0,2001,5,day7
2023-10-30 04,300,1,0,4012,130,day7
2023-10-30 04,300,0,0,5004,13,day7
2023-10-30 05,100,0,0,2001,38188,day7
2023-10-30 05,100,1,0,2001,3,day7
2023-10-30 05,100,0,0,4010,180,day7
2023-10-30 05,100,1,0,4010,1,day7
2023-10-30 05,100,0,0,4012,15836,day7
2023-10-30 05,100,1,0,4012,12,day7
2023-10-30 05,100,0,0,5031,783,day7
2023-10-30 05,100,1,0,5031,11,day7
2023-10-30 05,100,0,0,,1048,day7
2023-10-30 05,100,1,0,,2,day7
2023-10-30 05,133,0,0,,41,day7
2023-10-30 05,150,0,0,4010,5,day7
2023-10-30 05,150,0,0,5030,23,day7
2023-10-30 05,150,0,0,5031,1,day7
2023-10-30 05,150,0,0,,2,day7
2023-10-30 05,150,1,0,,2,day7
2023-10-30 05,200,0,0,2001,80,day7
2023-10-30 05,300,1,0,2001,15,day7
2023-10-30 05,300,1,0,4012,126,day7
2023-10-30 05,300,0,0,5004,31,day7
2023-10-30 05,300,1,0,5031,7,day7
2023-10-30 06,100,0,0,2001,59599,day7
2023-10-30 06,100,1,0,2001,4,day7
2023-10-30 06,100,0,0,4010,366,day7
2023-10-30 06,100,1,0,4010,1,day7
2023-10-30 06,100,0,0,4012,27072,day7
2023-10-30 06,100,1,0,4012,25,day7
2023-10-30 06,100,0,0,5031,1203,day7
2023-10-30 06,100,1,0,5031,4,day7
2023-10-30 06,100,0,0,,2117,day7
2023-10-30 06,100,1,0,,5,day7
2023-10-30 06,133,0,0,,136,day7
2023-10-30 06,150,0,0,4010,7,day7
2023-10-30 06,150,0,0,4012,1,day7
2023-10-30 06,150,0,0,5030,63,day7
2023-10-30 06,150,0,0,5031,1,day7
2023-10-30 06,150,0,0,,8,day7
2023-10-30 06,200,0,0,2001,140,day7
2023-10-30 06,200,1,0,4012,1,day7
2023-10-30 06,300,1,0,2001,8,day7
2023-10-30 06,300,1,0,4012,88,day7
2023-10-30 06,300,0,0,5004,54,day7
2023-10-30 07,100,0,0,2001,75050,day7
2023-10-30 07,100,1,0,2001,3,day7
2023-10-30 07,100,0,0,4010,431,day7
2023-10-30 07,100,0,0,4012,33547,day7
2023-10-30 07,100,1,0,4012,22,day7
2023-10-30 07,100,0,0,5031,1724,day7
2023-10-30 07,100,1,0,5031,8,day7
2023-10-30 07,100,0,0,,2335,day7
2023-10-30 07,100,1,0,,1,day7
2023-10-30 07,133,0,0,,187,day7
2023-10-30 07,150,0,0,2001,4,day7
2023-10-30 07,150,0,0,4010,6,day7
2023-10-30 07,150,0,0,5030,67,day7
2023-10-30 07,150,0,0,,7,day7
2023-10-30 07,200,0,0,2001,199,day7
2023-10-30 07,200,0,0,4012,1,day7
2023-10-30 07,200,0,0,5031,1,day7
2023-10-30 07,200,0,0,,1,day7
2023-10-30 07,300,1,0,2001,26,day7
2023-10-30 07,300,1,0,4012,867,day7
2023-10-30 07,300,0,0,5004,1269,day7
2023-10-30 07,300,1,0,5031,2,day7
2023-10-30 08,100,0,0,2001,96066,day7
2023-10-30 08,100,1,0,2001,7,day7
2023-10-30 08,100,0,0,4010,569,day7
2023-10-30 08,100,0,0,4012,43864,day7
2023-10-30 08,100,1,0,4012,48,day7
2023-10-30 08,100,0,1,5005,1,day7
2023-10-30 08,100,1,0,5030,5,day7
2023-10-30 08,100,0,0,5031,2273,day7
2023-10-30 08,100,1,0,5031,11,day7
2023-10-30 08,100,0,0,,2675,day7
2023-10-30 08,100,1,0,,1,day7
2023-10-30 08,133,0,0,,272,day7
2023-10-30 08,150,0,0,2001,2,day7
2023-10-30 08,150,0,0,4010,11,day7
2023-10-30 08,150,0,0,4012,2,day7
2023-10-30 08,150,0,0,5030,40,day7
2023-10-30 08,150,0,0,5031,1,day7
2023-10-30 08,150,0,0,,11,day7
2023-10-30 08,200,0,0,2001,1150,day7
2023-10-30 08,200,0,0,4010,2,day7
2023-10-30 08,200,0,0,4012,6,day7
2023-10-30 08,200,0,0,5031,5,day7
2023-10-30 08,200,0,0,,1,day7
2023-10-30 08,300,1,0,2001,209,day7
2023-10-30 08,300,1,0,4010,1,day7
2023-10-30 08,300,1,0,4012,3061,day7
2023-10-30 08,300,0,0,5004,3353,day7
2023-10-30 08,300,1,0,5031,36,day7
2023-10-30 08,400,1,0,4012,1,day7
2023-10-30 08,400,0,0,5004,5,day7
2023-10-30 09,100,0,0,2001,110396,day7
2023-10-30 09,100,1,0,2001,10,day7
2023-10-30 09,100,0,0,4010,610,day7
2023-10-30 09,100,0,0,4012,48327,day7
2023-10-30 09,100,1,0,4012,56,day7
2023-10-30 09,100,0,0,5030,1,day7
2023-10-30 09,100,0,0,5031,3054,day7
2023-10-30 09,100,1,0,5031,7,day7
2023-10-30 09,100,0,0,,2906,day7
2023-10-30 09,100,1,0,,1,day7
2023-10-30 09,133,0,0,,243,day7
2023-10-30 09,150,0,0,2001,1,day7
2023-10-30 09,150,0,0,4010,6,day7
2023-10-30 09,150,0,0,5030,57,day7
2023-10-30 09,150,0,0,,7,day7
2023-10-30 09,200,0,0,2001,1904,day7
2023-10-30 09,200,0,0,4012,6,day7
2023-10-30 09,200,0,0,5031,5,day7
2023-10-30 09,300,1,0,2001,266,day7
2023-10-30 09,300,1,0,4012,3591,day7
2023-10-30 09,300,0,0,5004,3920,day7
2023-10-30 09,300,1,0,5031,30,day7
2023-10-30 09,400,1,0,2001,2,day7
2023-10-30 09,400,0,0,5004,1,day7
2023-10-30 10,100,0,0,2001,119597,day7
2023-10-30 10,100,1,0,2001,4,day7
2023-10-30 10,100,0,0,4010,753,day7
2023-10-30 10,100,0,0,4012,51183,day7
2023-10-30 10,100,1,0,4012,88,day7
2023-10-30 10,100,0,0,5030,1,day7
2023-10-30 10,100,1,0,5030,1,day7
2023-10-30 10,100,0,0,5031,3645,day7
2023-10-30 10,100,1,0,5031,15,day7
2023-10-30 10,100,0,0,6000,3,day7
2023-10-30 10,100,0,1,6000,7,day7
2023-10-30 10,100,0,0,,3049,day7
2023-10-30 10,100,1,0,,3,day7
2023-10-30 10,133,0,0,,224,day7
2023-10-30 10,150,0,0,4010,19,day7
2023-10-30 10,150,0,0,5030,88,day7
2023-10-30 10,150,0,0,5031,1,day7
2023-10-30 10,150,0,0,,9,day7
2023-10-30 10,200,0,0,2001,2188,day7
2023-10-30 10,200,0,0,4010,4,day7
2023-10-30 10,200,0,0,4012,6,day7
2023-10-30 10,200,0,0,5031,11,day7
2023-10-30 10,300,1,0,2001,332,day7
2023-10-30 10,300,1,0,4012,3405,day7
2023-10-30 10,300,0,0,5004,4594,day7
2023-10-30 10,300,1,0,5031,65,day7
2023-10-30 10,400,0,0,5004,2,day7
2023-10-30 11,100,0,0,2001,116065,day7
2023-10-30 11,100,1,0,2001,7,day7
2023-10-30 11,100,0,0,4010,619,day7
2023-10-30 11,100,0,0,4012,51124,day7
2023-10-30 11,100,1,0,4012,70,day7
2023-10-30 11,100,0,0,5031,3366,day7
2023-10-30 11,100,1,0,5031,16,day7
2023-10-30 11,100,0,0,,2919,day7
2023-10-30 11,100,1,0,,4,day7
2023-10-30 11,133,0,0,,213,day7
2023-10-30 11,150,0,0,2001,3,day7
2023-10-30 11,150,0,0,4010,10,day7
2023-10-30 11,150,0,0,5030,63,day7
2023-10-30 11,150,0,0,5031,2,day7
2023-10-30 11,150,0,0,,10,day7
2023-10-30 11,200,0,0,2001,2055,day7
2023-10-30 11,200,0,0,4010,3,day7
2023-10-30 11,200,0,0,4012,5,day7
2023-10-30 11,200,0,0,5031,6,day7
2023-10-30 11,300,1,0,2001,268,day7
2023-10-30 11,300,1,0,4010,4,day7
2023-10-30 11,300,1,0,4012,3105,day7
2023-10-30 11,300,0,0,5004,3378,day7
2023-10-30 11,300,1,0,5031,54,day7
2023-10-30 11,400,1,0,2001,7,day7
2023-10-30 11,400,1,0,4012,1,day7
2023-10-30 11,400,0,0,5004,4,day7
2023-10-30 12,100,0,0,2001,117977,day7
2023-10-30 12,100,1,0,2001,5,day7
2023-10-30 12,100,0,0,4010,601,day7
2023-10-30 12,100,1,0,4010,1,day7
2023-10-30 12,100,0,0,4012,52805,day7
2023-10-30 12,100,1,0,4012,44,day7
