CDRDATE,CP_NAME,CPID,ACCESSFLAG,BASICCAUSE,INTERNALCAUSE,REVENUE,TOTAL,REMARK
2023-11-06 06,Celltick_Project,77,73,23,,798710,913,day0
2023-11-06 06,Celltick_Project,77,73,6,,670304,784,day0
2023-11-06 06,Celltick_Project,77,73,940,4010,0,3,day0
2023-11-06 06,Celltick_Project,77,73,940,5031,0,295,day0
2023-11-06 06,Celltick_Project,77,73,941,2001,1109016,1385,day0
2023-11-06 06,NetM_GooglePlay,78,66,938,2001,0,198,day0
2023-11-06 06,NetM_GooglePlay,78,66,940,5031,0,7,day0
2023-11-06 06,NetM_GooglePlay,78,67,941,2001,0,212,day0
2023-11-06 06,NetM_GooglePlay,78,68,111,4012,0,12967,day0
2023-11-06 06,NetM_GooglePlay,78,68,948,4010,0,1,day0
2023-11-06 06,NetM_GooglePlay,78,68,948,5031,0,88,day0
2023-11-06 06,NetM_GooglePlay,78,68,949,2001,3483764,208,day0
2023-11-06 06,,,66,10,,0,8,day0
2023-11-06 06,,,66,102,,0,1,day0
2023-11-06 06,,,66,19,,0,2,day0
2023-11-06 06,,,67,100,,0,3,day0
2023-11-06 07,MitraComm Ekasarana,100,66,938,2001,5000,10,day0
2023-11-06 07,MitraComm Ekasarana,100,66,940,4012,0,2,day0
2023-11-06 07,MitraComm Ekasarana,100,67,111,4012,0,3786,day0
2023-11-06 07,MitraComm Ekasarana,100,67,41,,7200,9,day0
2023-11-06 07,MitraComm Ekasarana,100,67,940,4010,0,108,day0
2023-11-06 07,MitraComm Ekasarana,100,67,940,5030,0,632,day0
2023-11-06 07,MitraComm Ekasarana,100,67,940,5031,0,42,day0
2023-11-06 07,MitraComm Ekasarana,100,67,941,2001,761600,952,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,66,938,2001,380800,762,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,66,940,4012,0,706,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,66,940,5031,0,3,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,67,111,4012,0,809,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,67,940,4010,0,2,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,67,940,5030,0,2,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,67,940,5031,0,2,day0
2023-11-06 07,SPRINT_Strata Prima Internusa,107,67,941,2001,775600,1017,day0
2023-11-06 07,Jatis Mobile,110,66,938,2001,0,50,day0
2023-11-06 07,Jatis Mobile,110,67,111,4012,0,6,day0
2023-11-06 07,Jatis Mobile,110,67,941,2001,4950,50,day0
2023-11-06 07,CP Nine Live,123,73,941,2001,0,2,day0
2023-11-06 07,Artajasa,134,66,938,2001,2700,6,day0
2023-11-06 07,Artajasa,134,66,940,4012,0,1,day0
2023-11-06 07,Artajasa,134,67,111,4012,0,1,day0
2023-11-06 07,Artajasa,134,67,941,2001,3000,5,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,66,938,2001,21600,48,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,66,940,4012,0,29,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,67,111,4012,0,62,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,67,940,4010,0,1,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,67,940,5030,0,6,day0
2023-11-06 07,Infinetworks CIMB Niaga,137,67,941,2001,81600,109,day0
2023-11-06 07,Global Media Solusi,153,73,111,4012,0,216,day0
2023-11-06 07,Global Media Solusi,153,73,23,,773971,781,day0
2023-11-06 07,Global Media Solusi,153,73,6,,4955,5,day0
2023-11-06 07,Global Media Solusi,153,73,940,5031,0,2,day0
2023-11-06 07,GENFLIX,154,66,938,2001,0,37,day0
2023-11-06 07,GENFLIX,154,73,941,2001,0,35,day0
2023-11-06 07,Emobile,156,66,601,,0,10,day0
2023-11-06 07,Emobile,156,66,938,2001,26150,57,day0
2023-11-06 07,Emobile,156,66,940,4012,0,21,day0
2023-11-06 07,Emobile,156,67,111,4012,0,125,day0
2023-11-06 07,Emobile,156,67,41,,600,1,day0
2023-11-06 07,Emobile,156,67,940,4010,0,1,day0
2023-11-06 07,Emobile,156,67,940,5030,0,13,day0
2023-11-06 07,Emobile,156,67,941,2001,172000,269,day0
2023-11-06 07,Integrasi Tunas Muda,163,73,111,4012,0,1372,day0
2023-11-06 07,Integrasi Tunas Muda,163,73,6,,3964,4,day0
2023-11-06 07,Integrasi Tunas Muda,163,73,940,5031,0,2,day0
2023-11-06 07,Integrasi Tunas Muda,163,73,941,2001,27748,28,day0
2023-11-06 07,Era Digital Media,164,66,938,2001,0,12,day0
2023-11-06 07,Era Digital Media,164,72,123,2001,0,2,day0
2023-11-06 07,Era Digital Media,164,72,372,2001,0,2,day0
2023-11-06 07,Era Digital Media,164,72,372,,0,1,day0
2023-11-06 07,Era Digital Media,164,72,9,,0,3,day0
2023-11-06 07,Era Digital Media,164,72,987,2001,0,3,day0
2023-11-06 07,Era Digital Media,164,73,111,4012,0,173878,day0
2023-11-06 07,Era Digital Media,164,73,23,,236849,239,day0
2023-11-06 07,Era Digital Media,164,73,6,,2224795,2245,day0
2023-11-06 07,Era Digital Media,164,73,940,4010,0,21,day0
2023-11-06 07,Era Digital Media,164,73,940,5031,0,782,day0
2023-11-06 07,Era Digital Media,164,73,941,2001,2864981,2951,day0
2023-11-06 07,Era Digital Media,164,73,973,,1386409,1399,day0
2023-11-06 07,Yatta Eracipta Solusi,166,66,938,2001,0,1,day0
2023-11-06 07,Yatta Eracipta Solusi,166,73,111,4012,0,12553,day0
2023-11-06 07,Yatta Eracipta Solusi,166,73,23,,388472,196,day0
2023-11-06 07,Yatta Eracipta Solusi,166,73,6,,229912,116,day0
2023-11-06 07,Yatta Eracipta Solusi,166,73,940,5031,0,57,day0
2023-11-06 07,Yatta Eracipta Solusi,166,73,941,2001,271534,163,day0
2023-11-06 07,Forest Indo Niaga,171,73,111,4012,0,4720,day0
2023-11-06 07,Forest Indo Niaga,171,73,23,,130812,66,day0
2023-11-06 07,Forest Indo Niaga,171,73,6,,47568,24,day0
2023-11-06 07,Forest Indo Niaga,171,73,940,5031,0,9,day0
2023-11-06 07,Forest Indo Niaga,171,73,941,2001,99100,51,day0
2023-11-06 07,Forest Indo Niaga,171,73,973,,83244,42,day0
2023-11-06 07,Saharjo enam sembilan,178,73,941,2001,0,1,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,111,4012,0,12774,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,23,,597573,394,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,6,,73334,60,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,940,4010,0,2,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,940,5031,0,12,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,941,2001,245768,222,day0
2023-11-06 07,Sinergi Bestama Indonesia,187,73,973,,14865,15,day0
2023-11-06 07,PT. Panen Kita Mandiri,188,73,23,,1982,1,day0
2023-11-06 07,Digital HUB Accenture,191,66,938,2001,0,20,day0
2023-11-06 07,Digital HUB Accenture,191,67,941,2001,0,80,day0
2023-11-06 07,PT Festival Digital Nusantara,193,66,938,2001,0,16,day0
2023-11-06 07,PT Festival Digital Nusantara,193,73,941,2001,0,8,day0
2023-11-06 07,VIU,198,67,941,2001,0,372,day0
2023-11-06 07,PT. Dhecyber Flow Indonesia_korlantas,199,66,938,2001,0,7,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,111,4012,0,212,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,23,,23784,12,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,6,,23784,12,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,940,5030,0,1,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,940,5031,0,2,day0
2023-11-06 07,PT. Distribution Oriented Technologies,200,73,941,2001,43604,30,day0
2023-11-06 07,Galatic Multimedia_oomph,201,66,938,2001,0,3,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,111,4012,0,10088,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,23,,9722701,3927,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,6,,2627141,1041,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,940,4010,0,29,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,940,5031,0,39,day0
2023-11-06 07,Galatic Multimedia_oomph,201,73,941,2001,573789,8310,day0
2023-11-06 07,LinkIT_360,206,66,938,2001,0,4,day0
2023-11-06 07,LinkIT_360,206,72,372,2001,0,1,day0
2023-11-06 07,LinkIT_360,206,72,987,2001,0,1,day0
2023-11-06 07,LinkIT_360,206,73,111,4012,0,38440,day0
2023-11-06 07,LinkIT_360,206,73,23,,447932,226,day0
2023-11-06 07,LinkIT_360,206,73,6,,170452,86,day0
2023-11-06 07,LinkIT_360,206,73,940,5031,0,315,day0
2023-11-06 07,LinkIT_360,206,73,941,2001,1133704,588,day0
2023-11-06 07,LinkIT_360,206,73,973,,2324886,1173,day0
2023-11-06 07,LinkIT_360,206,73,991,,29730,15,day0
2023-11-06 07,PT Metrane,210,66,601,,0,3,day0
2023-11-06 07,PT Metrane,210,66,938,2001,0,9,day0
2023-11-06 07,PT Metrane,210,67,941,2001,0,103,day0
2023-11-06 07,PT Metrane,210,68,949,2001,29882,4,day0
2023-11-06 07,Akses Cipta Solusi,235,66,938,2001,6750,15,day0
2023-11-06 07,Akses Cipta Solusi,235,66,940,4012,0,5,day0
2023-11-06 07,Akses Cipta Solusi,235,66,940,5031,0,1,day0
2023-11-06 07,Akses Cipta Solusi,235,67,111,4012,0,6,day0
2023-11-06 07,Akses Cipta Solusi,235,67,941,2001,9400,15,day0
2023-11-06 07,Redision,237,66,938,2001,0,3,day0
2023-11-06 07,Redision,237,67,940,5030,0,1,day0
2023-11-06 07,Redision,237,67,941,2001,0,4,day0
2023-11-06 07,GMS AG (bulk),239,66,938,2001,0,5102,day0
2023-11-06 07,GMS AG (bulk),239,66,940,4010,0,1,day0
2023-11-06 07,GMS AG (bulk),239,66,940,5030,0,74,day0
2023-11-06 07,GMS AG (bulk),239,66,940,5031,0,204,day0
2023-11-06 07,Monty Mobile (bulk),240,66,938,2001,0,198,day0
2023-11-06 07,BPJS,242,67,111,4012,0,377,day0
2023-11-06 07,BPJS,242,67,41,,3470,10,day0
2023-11-06 07,BPJS,242,67,940,4010,0,6,day0
2023-11-06 07,BPJS,242,67,940,5030,0,25,day0
2023-11-06 07,BPJS,242,67,940,5031,0,26,day0
2023-11-06 07,BPJS,242,67,941,2001,153374,442,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,66,601,,0,36,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,72,123,2001,0,68,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,72,372,,0,1,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,72,968,,0,1,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,72,987,2001,0,1,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,111,4012,0,130,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,23,,47457191,37043,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,6,,38126,62,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,940,4010,0,1,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,940,5031,0,10,day0
2023-11-06 07,PT. Gloria Viva Nusantara,250,73,941,2001,990,3,day0
2023-11-06 07,SahabatMudaKreatif,252,66,938,2001,0,3,day0
2023-11-06 07,SahabatMudaKreatif,252,73,111,4012,0,54244,day0
2023-11-06 07,SahabatMudaKreatif,252,73,23,,350814,177,day0
2023-11-06 07,SahabatMudaKreatif,252,73,6,,475680,240,day0
2023-11-06 07,SahabatMudaKreatif,252,73,940,4010,0,3,day0
2023-11-06 07,SahabatMudaKreatif,252,73,940,5031,0,279,day0
2023-11-06 07,SahabatMudaKreatif,252,73,941,2001,107028,63,day0
2023-11-06 07,SahabatMudaKreatif,252,73,973,,761088,384,day0
2023-11-06 07,8Elements,254,66,938,2001,0,4,day0
2023-11-06 07,8Elements,254,67,941,2001,991,1,day0
2023-11-06 07,8Elements,254,73,941,2001,0,12,day0
2023-11-06 07,PT. Aman Devloop Indonesia,257,66,938,2001,0,6,day0
2023-11-06 07,PT. Aman Devloop Indonesia,257,66,940,5031,0,1,day0
2023-11-06 07,PT. Aman Devloop Indonesia,257,73,941,2001,0,10,day0
2023-11-06 07,Hypermind,258,66,938,2001,0,9,day0
2023-11-06 07,Hypermind,258,73,111,4012,0,6737,day0
2023-11-06 07,Hypermind,258,73,23,,1930468,1948,day0
2023-11-06 07,Hypermind,258,73,6,,6937,7,day0
2023-11-06 07,Hypermind,258,73,940,5031,0,27,day0
2023-11-06 07,Hypermind,258,73,941,2001,113965,7276,day0
2023-11-06 07,Hypermind,258,73,973,,1982,2,day0
2023-11-06 07,Telesat_System_Integrator,261,66,938,2001,0,1,day0
2023-11-06 07,Telesat_System_Integrator,261,72,9,,0,1,day0
2023-11-06 07,Telesat_System_Integrator,261,73,111,4012,0,980,day0
2023-11-06 07,Telesat_System_Integrator,261,73,23,,47568,48,day0
2023-11-06 07,Telesat_System_Integrator,261,73,940,5031,0,1,day0
2023-11-06 07,Telesat_System_Integrator,261,73,941,2001,991,2,day0
2023-11-06 07,Telesat_System_Integrator,261,73,973,,6937,7,day0
2023-11-06 07,PT Milenial Nusantara Citra,262,66,938,2001,0,1,day0
2023-11-06 07,PT Milenial Nusantara Citra,262,73,6,,11892,12,day0
2023-11-06 07,PT Milenial Nusantara Citra,262,73,941,2001,0,61,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,72,372,2001,0,2,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,72,9,,0,1,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,72,987,2001,0,2,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,111,4012,0,50523,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,23,,9910,10,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,6,,5946,6,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,940,5031,0,74,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,941,2001,659015,679,day0
2023-11-06 07,Artha_Ghani_Sempurna,263,73,973,,237840,240,day0
2023-11-06 07,Terminal Kreasi Nusantara,2836,73,941,2001,0,3,day0
2023-11-06 07,Mocoplus_Technology,2875,73,111,4012,0,444,day0
2023-11-06 07,Mocoplus_Technology,2875,73,23,,7928,8,day0
2023-11-06 07,Mocoplus_Technology,2875,73,941,2001,220993,223,day0
2023-11-06 07,Mocoplus_Technology,2875,73,973,,3964,4,day0
2023-11-06 07,KEE_Digital,2895,72,9,,0,2,day0
2023-11-06 07,KEE_Digital,2895,73,111,4012,0,27,day0
2023-11-06 07,KEE_Digital,2895,73,23,,900,1,day0
2023-11-06 07,KEE_Digital,2895,73,941,2001,65700,84,day0
2023-11-06 07,18 Box Media,2915,66,938,2001,0,1,day0
2023-11-06 07,18 Box Media,2915,72,372,2001,0,32,day0
2023-11-06 07,18 Box Media,2915,72,9,,0,16,day0
2023-11-06 07,18 Box Media,2915,72,987,2001,0,32,day0
2023-11-06 07,18 Box Media,2915,73,111,4012,0,25550,day0
2023-11-06 07,18 Box Media,2915,73,23,,172347,87,day0
2023-11-06 07,18 Box Media,2915,73,6,,118860,60,day0
2023-11-06 07,18 Box Media,2915,73,940,5031,0,4539,day0
2023-11-06 07,18 Box Media,2915,73,941,2001,443744,339,day0
2023-11-06 07,Access Mobile,42,66,938,2001,0,30,day0
2023-11-06 07,Access Mobile,42,67,941,2001,0,57,day0
2023-11-06 07,Triyakom,50,66,938,2001,0,90,day0
2023-11-06 07,Triyakom,50,67,111,4012,0,12,day0
2023-11-06 07,Triyakom,50,67,940,5030,0,1017,day0
2023-11-06 07,Triyakom,50,67,941,2001,0,21296,day0
2023-11-06 07,Triyakom,50,68,111,4012,0,1,day0
2023-11-06 07,Triyakom,50,68,949,2001,366000,39,day0
2023-11-06 07,Triyakom,50,72,123,2001,0,10,day0
2023-11-06 07,Triyakom,50,72,372,2001,0,37,day0
2023-11-06 07,Triyakom,50,72,372,,0,1,day0
2023-11-06 07,Triyakom,50,72,9,,0,31,day0
2023-11-06 07,Triyakom,50,72,987,2001,0,38,day0
2023-11-06 07,Triyakom,50,73,111,4012,0,39060,day0
2023-11-06 07,Triyakom,50,73,23,,234208,104,day0
2023-11-06 07,Triyakom,50,73,6,,461798,507,day0
2023-11-06 07,Triyakom,50,73,940,4010,0,3,day0
2023-11-06 07,Triyakom,50,73,940,5031,0,149,day0
2023-11-06 07,Triyakom,50,73,941,2001,1431951,1577,day0
2023-11-06 07,Triyakom,50,73,973,,498431,555,day0
2023-11-06 07,Utopia,51,67,941,2001,0,2,day0
2023-11-06 07,Utopia,51,67,998,,0,1973,day0
2023-11-06 07,Utopia,51,72,123,2001,0,2,day0
2023-11-06 07,Utopia,51,72,372,2001,0,1,day0
2023-11-06 07,Utopia,51,72,987,2001,0,1,day0
2023-11-06 07,Utopia,51,73,111,4012,0,200653,day0
2023-11-06 07,Utopia,51,73,23,,4304926,8697,day0
2023-11-06 07,Utopia,51,73,6,,421155,850,day0
2023-11-06 07,Utopia,51,73,940,4010,0,16,day0
2023-11-06 07,Utopia,51,73,940,5031,0,149,day0
2023-11-06 07,Utopia,51,73,941,2001,370084,490,day0
2023-11-06 07,Utopia,51,73,973,,333008,407,day0
2023-11-06 07,Utopia,51,73,991,,6300,7,day0
2023-11-06 07,Falcon,52,66,938,2001,0,62,day0
2023-11-06 07,Falcon,52,72,123,2001,0,4,day0
2023-11-06 07,Falcon,52,72,372,2001,0,411,day0
2023-11-06 07,Falcon,52,72,9,,0,323,day0
2023-11-06 07,Falcon,52,72,940,5031,0,8,day0
2023-11-06 07,Falcon,52,72,987,2001,0,412,day0
2023-11-06 07,Falcon,52,73,111,4012,0,121926,day0
2023-11-06 07,Falcon,52,73,23,,71352,18,day0
2023-11-06 07,Falcon,52,73,6,,2743088,692,day0
2023-11-06 07,Falcon,52,73,940,4010,0,9,day0
2023-11-06 07,Falcon,52,73,940,5031,0,879,day0
2023-11-06 07,Falcon,52,73,941,2001,5831044,2449,day0
2023-11-06 07,Falcon,52,73,973,,28739,8,day0
2023-11-06 07,Fortumo,69,67,715,,0,5,day0
2023-11-06 07,Fortumo,69,67,940,5031,0,2,day0
2023-11-06 07,Fortumo,69,67,941,2001,0,75,day0
2023-11-06 07,Fortumo,69,68,111,4012,0,42,day0
2023-11-06 07,Fortumo,69,68,949,2001,253642,28,day0
2023-11-06 07,Opera,70,67,363,,0,1,day0
2023-11-06 07,Opera,70,67,941,2001,0,1,day0
2023-11-06 07,Codapay,74,66,938,2001,0,5,day0
2023-11-06 07,Codapay,74,67,715,,0,11,day0
2023-11-06 07,Codapay,74,67,940,5030,0,4,day0
2023-11-06 07,Codapay,74,67,941,2001,0,368,day0
2023-11-06 07,Codapay,74,68,111,4012,0,16,day0
2023-11-06 07,Codapay,74,68,949,2001,1410902,153,day0
2023-11-06 07,Line,76,68,111,4012,0,5,day0
2023-11-06 07,Line,76,68,949,2001,247741,24,day0
2023-11-06 07,Celltick_Project,77,66,938,2001,0,12,day0
2023-11-06 07,Celltick_Project,77,72,372,2001,0,99,day0
2023-11-06 07,Celltick_Project,77,72,9,,0,41,day0
2023-11-06 07,Celltick_Project,77,72,940,5031,0,3,day0
2023-11-06 07,Celltick_Project,77,72,987,2001,0,99,day0
2023-11-06 07,Celltick_Project,77,73,111,4012,0,49128,day0
2023-11-06 07,Celltick_Project,77,73,23,,650929,766,day0
2023-11-06 07,Celltick_Project,77,73,6,,649118,773,day0
2023-11-06 07,Celltick_Project,77,73,940,4010,0,3,day0
2023-11-06 07,Celltick_Project,77,73,940,5031,0,348,day0
2023-11-06 07,Celltick_Project,77,73,941,2001,1163461,1576,day0
2023-11-06 07,NetM_GooglePlay,78,66,938,2001,0,231,day0
2023-11-06 07,NetM_GooglePlay,78,66,940,5031,0,6,day0
2023-11-06 07,NetM_GooglePlay,78,67,941,2001,0,249,day0
2023-11-06 07,NetM_GooglePlay,78,68,111,4012,0,8087,day0
2023-11-06 07,NetM_GooglePlay,78,68,948,4010,0,1,day0
2023-11-06 07,NetM_GooglePlay,78,68,948,5030,0,1,day0
2023-11-06 07,NetM_GooglePlay,78,68,948,5031,0,57,day0
2023-11-06 07,NetM_GooglePlay,78,68,949,2001,5045303,242,day0
2023-11-06 07,Braincode,93,66,813,,0,3,day0
2023-11-06 07,,,66,10,,0,4,day0
2023-11-06 07,,,66,102,,0,2,day0
2023-11-06 07,,,67,100,,0,878,day0
2023-11-06 08,MitraComm Ekasarana,100,67,111,4012,0,120,day0
2023-11-06 08,MitraComm Ekasarana,100,67,41,,800,1,day0
2023-11-06 08,MitraComm Ekasarana,100,67,940,4010,0,5,day0
2023-11-06 08,MitraComm Ekasarana,100,67,940,5030,0,11,day0
2023-11-06 08,MitraComm Ekasarana,100,67,940,5031,0,2,day0
2023-11-06 08,MitraComm Ekasarana,100,67,941,2001,28000,35,day0
2023-11-06 08,SPRINT_Strata Prima Internusa,107,66,938,2001,5500,11,day0
2023-11-06 08,SPRINT_Strata Prima Internusa,107,66,940,4012,0,9,day0
2023-11-06 08,SPRINT_Strata Prima Internusa,107,67,111,4012,0,25,day0
2023-11-06 08,SPRINT_Strata Prima Internusa,107,67,941,2001,31600,41,day0
2023-11-06 08,Jatis Mobile,110,66,938,2001,0,1,day0
2023-11-06 08,Jatis Mobile,110,67,111,4012,0,2,day0
2023-11-06 08,Jatis Mobile,110,67,941,2001,0,2,day0
2023-11-06 08,Infinetworks CIMB Niaga,137,66,938,2001,900,2,day0
2023-11-06 08,Infinetworks CIMB Niaga,137,67,111,4012,0,4,day0
2023-11-06 08,Infinetworks CIMB Niaga,137,67,940,5030,0,1,day0
2023-11-06 08,Infinetworks CIMB Niaga,137,67,941,2001,20000,25,day0
2023-11-06 08,GENFLIX,154,73,111,4012,0,629,day0
2023-11-06 08,GENFLIX,154,73,940,5031,0,1,day0
2023-11-06 08,GENFLIX,154,73,941,2001,0,2,day0
2023-11-06 08,Emobile,156,66,940,4012,0,2,day0
2023-11-06 08,Emobile,156,67,111,4012,0,7,day0
2023-11-06 08,Emobile,156,67,940,4010,0,1,day0
2023-11-06 08,Emobile,156,67,940,5031,0,1,day0
2023-11-06 08,Emobile,156,67,941,2001,3800,6,day0
2023-11-06 08,Era Digital Media,164,73,111,4012,0,4344,day0
2023-11-06 08,Era Digital Media,164,73,6,,59460,60,day0
2023-11-06 08,Era Digital Media,164,73,940,4010,0,2,day0
2023-11-06 08,Era Digital Media,164,73,940,5031,0,19,day0
2023-11-06 08,Era Digital Media,164,73,941,2001,94145,103,day0
2023-11-06 08,Era Digital Media,164,73,973,,9910,10,day0
2023-11-06 08,Yatta Eracipta Solusi,166,73,111,4012,0,209,day0
2023-11-06 08,Yatta Eracipta Solusi,166,73,23,,1982,1,day0
2023-11-06 08,Yatta Eracipta Solusi,166,73,6,,7928,4,day0
2023-11-06 08,Yatta Eracipta Solusi,166,73,940,5031,0,1,day0
2023-11-06 08,Yatta Eracipta Solusi,166,73,941,2001,0,2,day0
2023-11-06 08,Forest Indo Niaga,171,73,111,4012,0,87,day0
2023-11-06 08,Forest Indo Niaga,171,73,23,,5946,3,day0
2023-11-06 08,Forest Indo Niaga,171,73,941,2001,1982,1,day0
2023-11-06 08,Sinergi Bestama Indonesia,187,73,111,4012,0,164,day0
2023-11-06 08,Sinergi Bestama Indonesia,187,73,23,,12883,8,day0
2023-11-06 08,Sinergi Bestama Indonesia,187,73,6,,2973,2,day0
2023-11-06 08,Sinergi Bestama Indonesia,187,73,940,5031,0,1,day0
2023-11-06 08,Digital HUB Accenture,191,67,941,2001,0,1,day0
2023-11-06 08,PT Festival Digital Nusantara,193,73,941,2001,0,1,day0
2023-11-06 08,VIU,198,67,941,2001,0,18,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,111,4012,0,290,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,23,,328021,140,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,6,,167479,75,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,940,4010,0,2,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,940,5031,0,5,day0
2023-11-06 08,Galatic Multimedia_oomph,201,73,941,2001,24775,99,day0
2023-11-06 08,LinkIT_360,206,73,111,4012,0,910,day0
2023-11-06 08,LinkIT_360,206,73,23,,15856,8,day0
2023-11-06 08,LinkIT_360,206,73,940,5031,0,6,day0
2023-11-06 08,LinkIT_360,206,73,941,2001,11892,11,day0
2023-11-06 08,LinkIT_360,206,73,973,,51532,26,day0
2023-11-06 08,LinkIT_360,206,73,991,,1982,1,day0
2023-11-06 08,PT Metrane,210,67,941,2001,0,8,day0
2023-11-06 08,Akses Cipta Solusi,235,67,941,2001,600,1,day0
2023-11-06 08,Redision,237,67,941,2001,0,1,day0
2023-11-06 08,GMS AG (bulk),239,66,938,2001,0,56,day0
2023-11-06 08,GMS AG (bulk),239,66,940,5031,0,6,day0
2023-11-06 08,Monty Mobile (bulk),240,66,601,,0,1,day0
2023-11-06 08,Monty Mobile (bulk),240,66,938,2001,0,3,day0
2023-11-06 08,BPJS,242,67,111,4012,0,14,day0
2023-11-06 08,BPJS,242,67,940,5030,0,4,day0
2023-11-06 08,BPJS,242,67,940,5031,0,2,day0
2023-11-06 08,BPJS,242,67,941,2001,4511,13,day0
2023-11-06 08,PT. Gloria Viva Nusantara,250,72,123,2001,0,2,day0
2023-11-06 08,PT. Gloria Viva Nusantara,250,73,111,4012,0,1,day0
2023-11-06 08,PT. Gloria Viva Nusantara,250,73,23,,756105,518,day0
2023-11-06 08,PT. Gloria Viva Nusantara,250,73,941,2001,0,3,day0
2023-11-06 08,SahabatMudaKreatif,252,73,111,4012,0,1485,day0
2023-11-06 08,SahabatMudaKreatif,252,73,940,5031,0,8,day0
2023-11-06 08,SahabatMudaKreatif,252,73,941,2001,5946,3,day0
2023-11-06 08,PT. Aman Devloop Indonesia,257,66,938,2001,0,1,day0
2023-11-06 08,PT. Aman Devloop Indonesia,257,73,941,2001,0,3,day0
2023-11-06 08,Hypermind,258,73,941,2001,0,115,day0
2023-11-06 08,Telesat_System_Integrator,261,73,111,4012,0,11,day0
2023-11-06 08,Telesat_System_Integrator,261,73,23,,991,1,day0
2023-11-06 08,PT Milenial Nusantara Citra,262,73,6,,991,1,day0
2023-11-06 08,Artha_Ghani_Sempurna,263,72,9,,0,1,day0
2023-11-06 08,Artha_Ghani_Sempurna,263,73,111,4012,0,737,day0
2023-11-06 08,Artha_Ghani_Sempurna,263,73,940,5031,0,1,day0
2023-11-06 08,Artha_Ghani_Sempurna,263,73,941,2001,11892,13,day0
2023-11-06 08,Artha_Ghani_Sempurna,263,73,973,,4955,5,day0
2023-11-06 08,KEE_Digital,2895,73,941,2001,2700,5,day0
2023-11-06 08,18 Box Media,2915,73,111,4012,0,10,day0
2023-11-06 08,18 Box Media,2915,73,940,5031,0,83,day0
2023-11-06 08,18 Box Media,2915,73,941,2001,1981,10,day0
2023-11-06 08,Access Mobile,42,67,941,2001,0,4,day0
2023-11-06 08,Triyakom,50,66,938,2001,0,1,day0
2023-11-06 08,Triyakom,50,67,940,5030,0,29,day0
2023-11-06 08,Triyakom,50,67,941,2001,0,623,day0
2023-11-06 08,Triyakom,50,68,949,2001,10000,1,day0
2023-11-06 08,Triyakom,50,73,111,4012,0,1147,day0
