CDRDATE,CP_NAME,CPID,ACCESSFLAG,BASICCAUSE,INTERNALCAUSE,REVENUE,TOTAL,REMARK
2023-11-05 04,SPRINT_Strata Prima Internusa,107,67,941,2001,166400,218,day1
2023-11-05 04,Jatis Mobile,110,66,938,2001,0,5,day1
2023-11-05 04,Jatis Mobile,110,67,941,2001,0,5,day1
2023-11-05 04,CP Nine Live,123,73,111,4012,0,1,day1
2023-11-05 04,CP Nine Live,123,73,23,,26608350,26850,day1
2023-11-05 04,CP Nine Live,123,73,941,2001,0,25,day1
2023-11-05 04,Artajasa,134,66,940,4012,0,1,day1
2023-11-05 04,Infinetworks CIMB Niaga,137,66,938,2001,2250,5,day1
2023-11-05 04,Infinetworks CIMB Niaga,137,66,940,4012,0,5,day1
2023-11-05 04,Infinetworks CIMB Niaga,137,67,111,4012,0,4,day1
2023-11-05 04,Infinetworks CIMB Niaga,137,67,940,5030,0,2,day1
2023-11-05 04,Infinetworks CIMB Niaga,137,67,941,2001,49400,63,day1
2023-11-05 04,Global Media Solusi,153,73,111,4012,0,281,day1
2023-11-05 04,Global Media Solusi,153,73,23,,663970,335,day1
2023-11-05 04,Global Media Solusi,153,73,6,,3964,2,day1
2023-11-05 04,Global Media Solusi,153,73,940,5031,0,1,day1
2023-11-05 04,Global Media Solusi,153,73,941,2001,5946,3,day1
2023-11-05 04,Global Media Solusi,153,73,973,,1982,1,day1
2023-11-05 04,GENFLIX,154,66,938,2001,0,25,day1
2023-11-05 04,GENFLIX,154,73,941,2001,0,12,day1
2023-11-05 04,Emobile,156,66,601,,0,2,day1
2023-11-05 04,Emobile,156,66,938,2001,3650,8,day1
2023-11-05 04,Emobile,156,66,940,4012,0,5,day1
2023-11-05 04,Emobile,156,67,111,4012,0,29,day1
2023-11-05 04,Emobile,156,67,940,5030,0,2,day1
2023-11-05 04,Emobile,156,67,941,2001,15600,24,day1
2023-11-05 04,Integrasi Tunas Muda,163,73,111,4012,0,16234,day1
2023-11-05 04,Integrasi Tunas Muda,163,73,6,,9910,10,day1
2023-11-05 04,Integrasi Tunas Muda,163,73,940,5031,0,6,day1
2023-11-05 04,Integrasi Tunas Muda,163,73,941,2001,511356,516,day1
2023-11-05 04,Era Digital Media,164,66,938,2001,0,8,day1
2023-11-05 04,Era Digital Media,164,72,123,2001,0,2,day1
2023-11-05 04,Era Digital Media,164,73,111,4012,0,62498,day1
2023-11-05 04,Era Digital Media,164,73,23,,2019658,2038,day1
2023-11-05 04,Era Digital Media,164,73,6,,714511,721,day1
2023-11-05 04,Era Digital Media,164,73,940,4010,0,10,day1
2023-11-05 04,Era Digital Media,164,73,940,5031,0,207,day1
2023-11-05 04,Era Digital Media,164,73,941,2001,1431995,101745,day1
2023-11-05 04,Era Digital Media,164,73,973,,966225,975,day1
2023-11-05 04,Yatta Eracipta Solusi,166,66,938,2001,0,6,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,111,4012,0,17516,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,23,,79280,40,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,6,,285408,144,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,940,4010,0,1,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,940,5031,0,73,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,941,2001,426130,220,day1
2023-11-05 04,Yatta Eracipta Solusi,166,73,973,,144686,73,day1
2023-11-05 04,Forest Indo Niaga,171,73,111,4012,0,28573,day1
2023-11-05 04,Forest Indo Niaga,171,73,23,,545050,275,day1
2023-11-05 04,Forest Indo Niaga,171,73,6,,5946,3,day1
2023-11-05 04,Forest Indo Niaga,171,73,940,5031,0,82,day1
2023-11-05 04,Forest Indo Niaga,171,73,941,2001,277480,141,day1
2023-11-05 04,Forest Indo Niaga,171,73,973,,434058,219,day1
2023-11-05 04,Forest Indo Niaga,171,73,991,,1982,1,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,111,4012,0,22577,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,23,,221984,224,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,6,,49550,50,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,940,4010,0,1,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,940,5031,0,5,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,941,2001,4526888,3841,day1
2023-11-05 04,Sinergi Bestama Indonesia,187,73,973,,355769,350,day1
2023-11-05 04,PT. Panen Kita Mandiri,188,73,941,2001,0,1,day1
2023-11-05 04,Digital HUB Accenture,191,66,938,2001,0,14,day1
2023-11-05 04,Digital HUB Accenture,191,67,941,2001,0,15,day1
2023-11-05 04,PT Festival Digital Nusantara,193,66,938,2001,0,11,day1
2023-11-05 04,PT Festival Digital Nusantara,193,73,941,2001,0,7,day1
2023-11-05 04,VIU,198,67,940,5031,0,1,day1
2023-11-05 04,VIU,198,67,941,2001,0,64,day1
2023-11-05 04,PT. Distribution Oriented Technologies,200,66,938,2001,0,3,day1
2023-11-05 04,PT. Distribution Oriented Technologies,200,73,111,4012,0,2,day1
2023-11-05 04,PT. Distribution Oriented Technologies,200,73,941,2001,1982,7265,day1
2023-11-05 04,Galatic Multimedia_oomph,201,66,938,2001,0,3,day1
2023-11-05 04,Galatic Multimedia_oomph,201,73,941,2001,0,16208,day1
2023-11-05 04,LinkIT_360,206,66,938,2001,0,2,day1
2023-11-05 04,LinkIT_360,206,72,372,2001,0,3,day1
2023-11-05 04,LinkIT_360,206,72,987,2001,0,3,day1
2023-11-05 04,LinkIT_360,206,73,111,4012,0,56821,day1
2023-11-05 04,LinkIT_360,206,73,23,,749196,378,day1
2023-11-05 04,LinkIT_360,206,73,6,,287390,145,day1
2023-11-05 04,LinkIT_360,206,73,940,5031,0,437,day1
2023-11-05 04,LinkIT_360,206,73,941,2001,981090,507,day1
2023-11-05 04,LinkIT_360,206,73,973,,729376,368,day1
2023-11-05 04,PT Metrane,210,66,601,,0,1,day1
2023-11-05 04,PT Metrane,210,66,938,2001,0,2,day1
2023-11-05 04,PT Metrane,210,67,940,5031,0,6,day1
2023-11-05 04,PT Metrane,210,67,941,2001,0,38,day1
2023-11-05 04,PT Metrane,210,68,949,2001,2273,1,day1
2023-11-05 04,Akses Cipta Solusi,235,66,938,2001,450,1,day1
2023-11-05 04,Akses Cipta Solusi,235,67,941,2001,600,1,day1
2023-11-05 04,Redision,237,66,938,2001,0,7,day1
2023-11-05 04,Redision,237,67,941,2001,0,12,day1
2023-11-05 04,GMS AG (bulk),239,66,938,2001,0,2237,day1
2023-11-05 04,GMS AG (bulk),239,66,940,5030,0,39,day1
2023-11-05 04,GMS AG (bulk),239,66,940,5031,0,123,day1
2023-11-05 04,Monty Mobile (bulk),240,66,938,2001,0,74,day1
2023-11-05 04,BPJS,242,67,111,4012,0,27,day1
2023-11-05 04,BPJS,242,67,41,,694,2,day1
2023-11-05 04,BPJS,242,67,941,2001,9369,27,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,66,601,,0,62,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,72,123,2001,0,154,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,72,372,,0,8,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,72,601,,0,2,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,72,968,,0,3,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,72,987,2001,0,6,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,111,4012,0,373,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,23,,37580002,28572,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,6,,85715,71,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,940,4010,0,4,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,940,5030,0,11,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,940,5031,0,282,day1
2023-11-05 04,PT. Gloria Viva Nusantara,250,73,941,2001,69848,57847,day1
2023-11-05 04,SahabatMudaKreatif,252,66,938,2001,0,3,day1
2023-11-05 04,SahabatMudaKreatif,252,73,111,4012,0,58621,day1
2023-11-05 04,SahabatMudaKreatif,252,73,23,,57478,29,day1
2023-11-05 04,SahabatMudaKreatif,252,73,6,,751178,379,day1
2023-11-05 04,SahabatMudaKreatif,252,73,940,4010,0,7,day1
2023-11-05 04,SahabatMudaKreatif,252,73,940,5031,0,382,day1
2023-11-05 04,SahabatMudaKreatif,252,73,941,2001,257660,133,day1
2023-11-05 04,SahabatMudaKreatif,252,73,973,,11892,6,day1
2023-11-05 04,8Elements,254,72,372,2001,0,1,day1
2023-11-05 04,8Elements,254,72,9,,0,1,day1
2023-11-05 04,8Elements,254,72,987,2001,0,1,day1
2023-11-05 04,8Elements,254,73,111,4012,0,1,day1
2023-11-05 04,8Elements,254,73,941,2001,0,4,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,66,938,2001,0,1,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,111,4012,0,19805,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,23,,18862694,9517,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,6,,226939,129,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,940,4010,0,5,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,940,5031,0,17,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,941,2001,346850,3948,day1
2023-11-05 04,PT. Aman Devloop Indonesia,257,73,973,,99100,98,day1
2023-11-05 04,Hypermind,258,66,938,2001,0,2,day1
2023-11-05 04,Hypermind,258,72,123,2001,0,2,day1
2023-11-05 04,Hypermind,258,73,941,2001,0,4568,day1
2023-11-05 04,Telesat_System_Integrator,261,73,111,4012,0,14424,day1
2023-11-05 04,Telesat_System_Integrator,261,73,23,,1483527,1497,day1
2023-11-05 04,Telesat_System_Integrator,261,73,6,,447932,452,day1
2023-11-05 04,Telesat_System_Integrator,261,73,940,5031,0,138,day1
2023-11-05 04,Telesat_System_Integrator,261,73,941,2001,247750,250,day1
2023-11-05 04,Telesat_System_Integrator,261,73,973,,114956,116,day1
2023-11-05 04,PT Milenial Nusantara Citra,262,73,941,2001,0,918,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,111,4012,0,36164,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,23,,14865,15,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,6,,51532,52,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,940,5031,0,71,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,941,2001,711538,722,day1
2023-11-05 04,Artha_Ghani_Sempurna,263,73,973,,337931,341,day1
2023-11-05 04,Terminal Kreasi Nusantara,2836,73,941,2001,0,1,day1
2023-11-05 04,KEE_Digital,2895,73,941,2001,0,4,day1
2023-11-05 04,18 Box Media,2915,72,123,2001,0,2,day1
2023-11-05 04,18 Box Media,2915,72,372,2001,0,17,day1
2023-11-05 04,18 Box Media,2915,72,9,,0,8,day1
2023-11-05 04,18 Box Media,2915,72,987,2001,0,17,day1
2023-11-05 04,18 Box Media,2915,73,111,4012,0,45119,day1
2023-11-05 04,18 Box Media,2915,73,23,,97069,49,day1
2023-11-05 04,18 Box Media,2915,73,6,,170366,86,day1
2023-11-05 04,18 Box Media,2915,73,940,5031,0,4309,day1
2023-11-05 04,18 Box Media,2915,73,941,2001,695331,416,day1
2023-11-05 04,18 Box Media,2915,73,973,,3962,2,day1
2023-11-05 04,Access Mobile,42,66,938,2001,0,16,day1
2023-11-05 04,Access Mobile,42,67,941,2001,0,34,day1
2023-11-05 04,Triyakom,50,66,938,2001,0,88,day1
2023-11-05 04,Triyakom,50,67,111,4012,0,8,day1
2023-11-05 04,Triyakom,50,67,940,5030,0,3068,day1
2023-11-05 04,Triyakom,50,67,940,5031,0,2,day1
2023-11-05 04,Triyakom,50,67,941,2001,0,61517,day1
2023-11-05 04,Triyakom,50,68,111,4012,0,3,day1
2023-11-05 04,Triyakom,50,68,949,2001,477000,45,day1
2023-11-05 04,Triyakom,50,72,123,2001,0,6,day1
2023-11-05 04,Triyakom,50,72,372,2001,0,24,day1
2023-11-05 04,Triyakom,50,72,9,,0,16,day1
2023-11-05 04,Triyakom,50,72,940,5031,0,1,day1
2023-11-05 04,Triyakom,50,72,987,2001,0,24,day1
2023-11-05 04,Triyakom,50,73,111,4012,0,166,day1
2023-11-05 04,Triyakom,50,73,941,2001,20723,23,day1
2023-11-05 04,Triyakom,50,73,973,,9911,11,day1
2023-11-05 04,Utopia,51,67,941,2001,0,2,day1
2023-11-05 04,Utopia,51,67,998,,0,1479,day1
2023-11-05 04,Utopia,51,72,123,2001,0,2,day1
2023-11-05 04,Utopia,51,72,968,,0,1,day1
2023-11-05 04,Utopia,51,73,111,4012,0,180995,day1
2023-11-05 04,Utopia,51,73,23,,3910502,7902,day1
2023-11-05 04,Utopia,51,73,6,,396045,787,day1
2023-11-05 04,Utopia,51,73,940,4010,0,18,day1
2023-11-05 04,Utopia,51,73,940,5031,0,148,day1
2023-11-05 04,Utopia,51,73,941,2001,204885,300,day1
2023-11-05 04,Utopia,51,73,973,,155745,313,day1
2023-11-05 04,Falcon,52,66,938,2001,0,58,day1
2023-11-05 04,Falcon,52,72,123,2001,0,4,day1
2023-11-05 04,Falcon,52,72,372,2001,0,193,day1
2023-11-05 04,Falcon,52,72,9,,0,122,day1
2023-11-05 04,Falcon,52,72,940,5031,0,1,day1
2023-11-05 04,Falcon,52,72,987,2001,0,193,day1
2023-11-05 04,Falcon,52,73,111,4012,0,86708,day1
2023-11-05 04,Falcon,52,73,23,,185317,79,day1
2023-11-05 04,Falcon,52,73,6,,2350652,593,day1
2023-11-05 04,Falcon,52,73,940,4010,0,2,day1
2023-11-05 04,Falcon,52,73,940,5031,0,456,day1
2023-11-05 04,Falcon,52,73,941,2001,4043280,6270,day1
2023-11-05 04,Falcon,52,73,973,,3964,1,day1
2023-11-05 04,Fortumo,69,67,715,,0,1,day1
2023-11-05 04,Fortumo,69,67,940,5030,0,1,day1
2023-11-05 04,Fortumo,69,67,941,2001,0,11,day1
2023-11-05 04,Fortumo,69,68,111,4012,0,31,day1
2023-11-05 04,Fortumo,69,68,949,2001,45014,3,day1
2023-11-05 04,Opera,70,66,938,2001,0,3,day1
2023-11-05 04,Opera,70,67,715,,0,1,day1
2023-11-05 04,Codapay,74,66,938,2001,0,2,day1
2023-11-05 04,Codapay,74,67,41,,0,4,day1
2023-11-05 04,Codapay,74,67,715,,0,3,day1
2023-11-05 04,Codapay,74,67,940,5031,0,8,day1
2023-11-05 04,Codapay,74,67,941,2001,0,232,day1
2023-11-05 04,Codapay,74,68,111,4012,0,14,day1
2023-11-05 04,Codapay,74,68,949,2001,461199,89,day1
2023-11-05 04,Line,76,68,111,4012,0,3,day1
2023-11-05 04,Line,76,68,949,2001,153240,12,day1
2023-11-05 04,Celltick_Project,77,66,938,2001,0,10,day1
2023-11-05 04,Celltick_Project,77,67,41,,1802,2,day1
2023-11-05 04,Celltick_Project,77,73,111,4012,0,67338,day1
2023-11-05 04,Celltick_Project,77,73,23,,877527,1021,day1
2023-11-05 04,Celltick_Project,77,73,6,,816704,959,day1
2023-11-05 04,Celltick_Project,77,73,940,4010,0,6,day1
2023-11-05 04,Celltick_Project,77,73,940,5031,0,424,day1
2023-11-05 04,Celltick_Project,77,73,941,2001,1536484,1892,day1
2023-11-05 04,Celltick_Project,77,73,973,,32424,48,day1
2023-11-05 04,NetM_GooglePlay,78,66,938,2001,0,120,day1
2023-11-05 04,NetM_GooglePlay,78,67,941,2001,0,178,day1
2023-11-05 04,NetM_GooglePlay,78,68,111,4012,0,11365,day1
2023-11-05 04,NetM_GooglePlay,78,68,948,4010,0,1,day1
2023-11-05 04,NetM_GooglePlay,78,68,948,5030,0,1,day1
2023-11-05 04,NetM_GooglePlay,78,68,948,5031,0,93,day1
2023-11-05 04,NetM_GooglePlay,78,68,949,2001,2093496,178,day1
2023-11-05 04,,,66,10,,0,10,day1
2023-11-05 04,,,67,100,,0,3,day1
2023-11-05 05,MitraComm Ekasarana,100,66,938,2001,13450,27,day1
2023-11-05 05,MitraComm Ekasarana,100,66,940,4012,0,8,day1
2023-11-05 05,MitraComm Ekasarana,100,67,111,4012,0,1564,day1
2023-11-05 05,MitraComm Ekasarana,100,67,41,,800,1,day1
2023-11-05 05,MitraComm Ekasarana,100,67,940,4010,0,47,day1
2023-11-05 05,MitraComm Ekasarana,100,67,940,5030,0,220,day1
2023-11-05 05,MitraComm Ekasarana,100,67,940,5031,0,8,day1
2023-11-05 05,MitraComm Ekasarana,100,67,941,2001,349600,437,day1
2023-11-05 05,SPRINT_Strata Prima Internusa,107,66,938,2001,118450,237,day1
2023-11-05 05,SPRINT_Strata Prima Internusa,107,66,940,4012,0,247,day1
2023-11-05 05,SPRINT_Strata Prima Internusa,107,67,111,4012,0,270,day1
2023-11-05 05,SPRINT_Strata Prima Internusa,107,67,940,4010,0,2,day1
2023-11-05 05,SPRINT_Strata Prima Internusa,107,67,941,2001,257000,343,day1
2023-11-05 05,Jatis Mobile,110,66,938,2001,0,11,day1
2023-11-05 05,Jatis Mobile,110,67,941,2001,1485,11,day1
2023-11-05 05,Visa_Xlink,113,66,938,2001,0,2,day1
2023-11-05 05,CP Nine Live,123,73,111,4012,0,1,day1
2023-11-05 05,CP Nine Live,123,73,23,,21613710,21810,day1
2023-11-05 05,CP Nine Live,123,73,941,2001,0,22,day1
2023-11-05 05,Artajasa,134,66,940,4012,0,7,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,66,938,2001,6300,14,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,66,940,4012,0,3,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,67,111,4012,0,30,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,67,940,4010,0,1,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,67,940,5030,0,3,day1
2023-11-05 05,Infinetworks CIMB Niaga,137,67,941,2001,62000,81,day1
2023-11-05 05,Global Media Solusi,153,66,938,2001,0,1,day1
2023-11-05 05,Global Media Solusi,153,73,23,,991,1,day1
2023-11-05 05,Global Media Solusi,153,73,941,2001,0,1,day1
2023-11-05 05,GENFLIX,154,66,938,2001,0,29,day1
2023-11-05 05,GENFLIX,154,73,941,2001,0,14,day1
2023-11-05 05,Emobile,156,66,601,503,0,1,day1
2023-11-05 05,Emobile,156,66,601,,0,1,day1
2023-11-05 05,Emobile,156,66,938,2001,8400,18,day1
2023-11-05 05,Emobile,156,66,940,4012,0,21,day1
2023-11-05 05,Emobile,156,67,111,4012,0,67,day1
2023-11-05 05,Emobile,156,67,940,5031,0,1,day1
2023-11-05 05,Emobile,156,67,941,2001,50600,77,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,111,4012,0,14777,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,23,,991,1,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,6,,44595,45,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,940,4010,0,1,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,940,5031,0,6,day1
2023-11-05 05,Integrasi Tunas Muda,163,73,941,2001,428112,433,day1
2023-11-05 05,Era Digital Media,164,66,938,2001,0,16,day1
2023-11-05 05,Era Digital Media,164,73,111,4012,0,50213,day1
2023-11-05 05,Era Digital Media,164,73,23,,8344220,8420,day1
2023-11-05 05,Era Digital Media,164,73,6,,663970,670,day1
2023-11-05 05,Era Digital Media,164,73,940,4010,0,4,day1
2023-11-05 05,Era Digital Media,164,73,940,5031,0,194,day1
2023-11-05 05,Era Digital Media,164,73,941,2001,797755,104291,day1
2023-11-05 05,Era Digital Media,164,73,973,,954333,963,day1
2023-11-05 05,Yatta Eracipta Solusi,166,66,938,2001,0,3,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,111,4012,0,18302,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,23,,140722,71,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,6,,315138,159,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,940,4010,0,1,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,940,5031,0,96,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,941,2001,441986,235,day1
2023-11-05 05,Yatta Eracipta Solusi,166,73,973,,3964,2,day1
2023-11-05 05,Forest Indo Niaga,171,73,111,4012,0,10574,day1
2023-11-05 05,Forest Indo Niaga,171,73,23,,9910,5,day1
2023-11-05 05,Forest Indo Niaga,171,73,940,5031,0,13,day1
2023-11-05 05,Forest Indo Niaga,171,73,941,2001,3964,2,day1
2023-11-05 05,Forest Indo Niaga,171,73,973,,214056,108,day1
2023-11-05 05,Forest Indo Niaga,171,73,991,,3964,2,day1
2023-11-05 05,Lingua Asiatic,173,66,813,,0,1,day1
2023-11-05 05,Saharjo enam sembilan,178,73,941,2001,0,1,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,111,4012,0,22291,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,23,,336940,340,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,6,,36667,36,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,940,5031,0,16,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,941,2001,1768935,1770,day1
2023-11-05 05,Sinergi Bestama Indonesia,187,73,973,,143695,145,day1
2023-11-05 05,Digital HUB Accenture,191,66,938,2001,0,16,day1
2023-11-05 05,Digital HUB Accenture,191,67,941,2001,0,25,day1
2023-11-05 05,PT Festival Digital Nusantara,193,66,938,2001,0,14,day1
2023-11-05 05,PT Festival Digital Nusantara,193,73,941,2001,0,10,day1
2023-11-05 05,VIU,198,67,941,2001,0,208,day1
2023-11-05 05,PT. Distribution Oriented Technologies,200,66,938,2001,0,1,day1
2023-11-05 05,PT. Distribution Oriented Technologies,200,73,941,2001,0,7368,day1
2023-11-05 05,Galatic Multimedia_oomph,201,66,601,,0,1,day1
2023-11-05 05,Galatic Multimedia_oomph,201,66,938,2001,0,2,day1
2023-11-05 05,Galatic Multimedia_oomph,201,73,941,2001,0,19640,day1
2023-11-05 05,LinkIT_360,206,66,938,2001,0,8,day1
2023-11-05 05,LinkIT_360,206,72,9,,0,1,day1
2023-11-05 05,LinkIT_360,206,73,111,4012,0,41240,day1
2023-11-05 05,LinkIT_360,206,73,23,,483608,244,day1
2023-11-05 05,LinkIT_360,206,73,6,,214056,108,day1
2023-11-05 05,LinkIT_360,206,73,940,5031,0,425,day1
2023-11-05 05,LinkIT_360,206,73,941,2001,178380,105,day1
2023-11-05 05,LinkIT_360,206,73,973,,9910,5,day1
2023-11-05 05,PT Metrane,210,66,601,,0,4,day1
2023-11-05 05,PT Metrane,210,66,938,2001,0,4,day1
2023-11-05 05,PT Metrane,210,67,941,2001,0,54,day1
2023-11-05 05,PT Metrane,210,68,949,2001,56136,5,day1
2023-11-05 05,Akses Cipta Solusi,235,66,938,2001,2700,6,day1
2023-11-05 05,Akses Cipta Solusi,235,66,940,4012,0,1,day1
2023-11-05 05,Akses Cipta Solusi,235,67,111,4012,0,2,day1
2023-11-05 05,Akses Cipta Solusi,235,67,941,2001,3600,6,day1
2023-11-05 05,Redision,237,66,938,2001,0,6,day1
2023-11-05 05,Redision,237,67,111,4012,0,1,day1
2023-11-05 05,Redision,237,67,941,2001,4955,12,day1
2023-11-05 05,GMS AG (bulk),239,66,938,2001,0,3483,day1
2023-11-05 05,GMS AG (bulk),239,66,940,5030,0,48,day1
2023-11-05 05,GMS AG (bulk),239,66,940,5031,0,152,day1
2023-11-05 05,Monty Mobile (bulk),240,66,938,2001,0,120,day1
2023-11-05 05,Monty Mobile (bulk),240,66,940,5031,0,1,day1
2023-11-05 05,BPJS,242,67,111,4012,0,32,day1
2023-11-05 05,BPJS,242,67,940,4010,0,1,day1
2023-11-05 05,BPJS,242,67,940,5030,0,1,day1
2023-11-05 05,BPJS,242,67,941,2001,17697,51,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,66,601,,0,58,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,72,123,2001,0,154,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,72,372,,0,11,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,72,601,,0,1,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,72,987,2001,0,10,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,111,4012,0,360,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,23,,205804892,162498,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,6,,133275,102,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,940,4010,0,16,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,940,5031,0,9,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,941,2001,32207,40,day1
2023-11-05 05,PT. Gloria Viva Nusantara,250,73,973,,2973,2,day1
2023-11-05 05,SahabatMudaKreatif,252,66,938,2001,0,1,day1
2023-11-05 05,SahabatMudaKreatif,252,73,111,4012,0,51322,day1
2023-11-05 05,SahabatMudaKreatif,252,73,23,,114956,58,day1
2023-11-05 05,SahabatMudaKreatif,252,73,6,,991000,500,day1
2023-11-05 05,SahabatMudaKreatif,252,73,940,4010,0,7,day1
2023-11-05 05,SahabatMudaKreatif,252,73,940,5031,0,436,day1
2023-11-05 05,SahabatMudaKreatif,252,73,941,2001,315138,163,day1
2023-11-05 05,SahabatMudaKreatif,252,73,973,,7928,4,day1
2023-11-05 05,8Elements,254,73,941,2001,0,12,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,66,938,2001,0,14,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,111,4012,0,11800,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,23,,24846352,12536,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,6,,251714,133,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,940,4010,0,4,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,940,5031,0,17,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,941,2001,182344,6669,day1
2023-11-05 05,PT. Aman Devloop Indonesia,257,73,973,,26757,22,day1
2023-11-05 05,Hypermind,258,66,938,2001,0,3,day1
2023-11-05 05,Hypermind,258,73,941,2001,0,11349,day1
2023-11-05 05,Telesat_System_Integrator,261,72,9,,0,2,day1
2023-11-05 05,Telesat_System_Integrator,261,73,111,4012,0,189,day1
2023-11-05 05,Telesat_System_Integrator,261,73,23,,527212,532,day1
2023-11-05 05,Telesat_System_Integrator,261,73,973,,16847,17,day1
2023-11-05 05,PT Milenial Nusantara Citra,262,73,941,2001,0,1320,day1
2023-11-05 05,Artha_Ghani_Sempurna,263,66,938,2001,0,1,day1
2023-11-05 05,Artha_Ghani_Sempurna,263,73,111,4012,0,39855,day1
2023-11-05 05,Artha_Ghani_Sempurna,263,73,23,,166488,168,day1
2023-11-05 05,Artha_Ghani_Sempurna,263,73,940,5031,0,43,day1
2023-11-05 05,Artha_Ghani_Sempurna,263,73,941,2001,771989,784,day1
2023-11-05 05,Terminal Kreasi Nusantara,2836,73,941,2001,0,2,day1
2023-11-05 05,Mocoplus_Technology,2875,73,111,4012,0,47,day1
2023-11-05 05,Mocoplus_Technology,2875,73,941,2001,25766,26,day1
2023-11-05 05,Mocoplus_Technology,2875,73,973,,991,1,day1
2023-11-05 05,KEE_Digital,2895,73,941,2001,0,11,day1
2023-11-05 05,18 Box Media,2915,72,372,2001,0,23,day1
2023-11-05 05,18 Box Media,2915,72,9,,0,12,day1
