CDRDATE,SERVICE_KEY,DIAMETER,TOTAL
21-10-2023 17:13,100,5031.0,21
21-10-2023 17:13,100,,11
21-10-2023 17:13,100,,36
21-10-2023 17:13,133,,4
21-10-2023 17:13,150,4010.0,1
21-10-2023 17:13,150,5030.0,4
21-10-2023 17:13,200,2001.0,2
21-10-2023 17:13,200,2001.0,3
21-10-2023 17:13,300,2001.0,1
21-10-2023 17:13,300,4012.0,21
21-10-2023 17:13,300,4012.0,11
21-10-2023 17:13,300,5004.0,6
21-10-2023 17:13,300,5004.0,1
21-10-2023 17:14,100,2001.0,539
21-10-2023 17:14,100,2001.0,1519
21-10-2023 17:14,100,4010.0,1
21-10-2023 17:14,100,4010.0,8
21-10-2023 17:14,100,4012.0,685
21-10-2023 17:14,100,4012.0,227
21-10-2023 17:14,100,5031.0,11
21-10-2023 17:14,100,5031.0,40
21-10-2023 17:14,100,,38
21-10-2023 17:14,100,,20
21-10-2023 17:14,133,,2
21-10-2023 17:14,200,2001.0,9
21-10-2023 17:14,200,2001.0,1
21-10-2023 17:14,300,2001.0,2
21-10-2023 17:14,300,2001.0,1
21-10-2023 17:14,300,4012.0,3
21-10-2023 17:14,300,4012.0,10
21-10-2023 17:14,300,5004.0,8
21-10-2023 17:14,300,5004.0,5
21-10-2023 17:15,100,2001.0,387
21-10-2023 17:15,100,2001.0,733
21-10-2023 17:15,100,4010.0,1
21-10-2023 17:15,100,4010.0,5
21-10-2023 17:15,100,4012.0,196
21-10-2023 17:15,100,4012.0,310
21-10-2023 17:15,100,5031.0,7
21-10-2023 17:15,100,5031.0,11
21-10-2023 17:15,100,,10
21-10-2023 17:15,100,,22
21-10-2023 17:15,133,,5
21-10-2023 17:15,150,4010.0,1
21-10-2023 17:15,150,5030.0,1
21-10-2023 17:15,200,2001.0,3
21-10-2023 17:15,300,4012.0,2
21-10-2023 17:15,300,4012.0,1
21-10-2023 17:15,300,5004.0,5
21-10-2023 17:15,300,5004.0,6
21-10-2023 17:27,100,2001.0,1542
21-10-2023 17:27,100,2001.0,493
21-10-2023 17:27,100,4010.0,6
21-10-2023 17:27,100,4010.0,5
21-10-2023 17:27,100,4012.0,708
21-10-2023 17:27,100,4012.0,245
21-10-2023 17:27,100,5031.0,34
21-10-2023 17:27,100,5031.0,15
21-10-2023 17:27,100,,11
21-10-2023 17:27,100,,47
21-10-2023 17:27,133,,7
21-10-2023 17:27,300,4012.0,8
21-10-2023 17:27,300,4012.0,16
21-10-2023 17:27,300,5004.0,5
21-10-2023 17:27,300,5004.0,3
21-10-2023 17:28,100,2001.0,1538
21-10-2023 17:28,100,2001.0,465
21-10-2023 17:28,100,4010.0,3
21-10-2023 17:28,100,4010.0,10
21-10-2023 17:28,100,4012.0,262
21-10-2023 17:28,100,4012.0,741
21-10-2023 17:28,100,5031.0,9
21-10-2023 17:28,100,5031.0,23
21-10-2023 17:28,100,,12
21-10-2023 17:28,100,,49
21-10-2023 17:28,133,,5
21-10-2023 17:28,150,5030.0,1
21-10-2023 17:28,150,5030.0,3
21-10-2023 17:28,200,2001.0,4
21-10-2023 17:28,200,2001.0,1
21-10-2023 17:28,300,2001.0,2
21-10-2023 17:28,300,4012.0,15
21-10-2023 17:28,300,4012.0,7
21-10-2023 17:28,300,5004.0,3
21-10-2023 17:28,300,5004.0,4
21-10-2023 17:29,100,2001.0,1488
21-10-2023 17:29,100,2001.0,496
21-10-2023 17:29,100,4010.0,2
21-10-2023 17:29,100,4010.0,6
21-10-2023 17:29,100,4012.0,703
21-10-2023 17:29,100,4012.0,250
21-10-2023 17:29,100,5031.0,25
21-10-2023 17:29,100,5031.0,12
21-10-2023 17:29,100,,46
21-10-2023 17:29,100,,14
21-10-2023 17:29,133,,1
21-10-2023 17:29,150,4010.0,1
21-10-2023 17:29,150,4012.0,1
21-10-2023 17:29,150,5030.0,2
21-10-2023 17:29,200,2001.0,2
21-10-2023 17:29,300,2001.0,1
21-10-2023 17:29,300,4012.0,3
21-10-2023 17:29,300,4012.0,4
21-10-2023 17:29,300,5004.0,11
21-10-2023 17:29,300,5004.0,8
21-10-2023 17:30,100,2001.0,364
21-10-2023 17:30,100,2001.0,1022
21-10-2023 17:30,100,4010.0,3
21-10-2023 17:30,100,4012.0,531
21-10-2023 17:30,100,4012.0,212
21-10-2023 17:30,100,5031.0,8
21-10-2023 17:30,100,5031.0,16
21-10-2023 17:30,100,,25
21-10-2023 17:30,100,,12
21-10-2023 17:30,133,,2
21-10-2023 17:30,150,5030.0,1
21-10-2023 17:30,200,2001.0,2
21-10-2023 17:30,200,2001.0,2
21-10-2023 17:30,300,2001.0,1
21-10-2023 17:30,300,4012.0,11
21-10-2023 17:30,300,4012.0,11
21-10-2023 17:30,300,5004.0,3
21-10-2023 17:30,300,5004.0,6
21-10-2023 17:31,100,2001.0,491
21-10-2023 17:31,100,2001.0,1429
21-10-2023 17:31,100,4010.0,3
21-10-2023 17:31,100,4010.0,5
21-10-2023 17:31,100,4012.0,700
21-10-2023 17:31,100,4012.0,230
21-10-2023 17:31,100,5031.0,8
21-10-2023 17:31,100,5031.0,34
21-10-2023 17:31,100,,14
21-10-2023 17:31,100,,44
21-10-2023 17:31,133,,6
21-10-2023 17:31,150,5030.0,1
21-10-2023 17:31,200,2001.0,1
21-10-2023 17:31,200,2001.0,2
21-10-2023 17:31,300,2001.0,1
21-10-2023 17:31,300,2001.0,1
21-10-2023 17:31,300,4012.0,9
21-10-2023 17:31,300,4012.0,8
21-10-2023 17:31,300,5004.0,3
21-10-2023 17:31,300,5004.0,8
21-10-2023 17:31,300,5031.0,1
21-10-2023 17:31,400,2001.0,1
21-10-2023 17:36,100,2001.0,1475
21-10-2023 17:36,100,2001.0,511
21-10-2023 17:36,100,4010.0,12
21-10-2023 17:36,100,4010.0,3
21-10-2023 17:36,100,4012.0,771
21-10-2023 17:36,100,4012.0,249
21-10-2023 17:36,100,5031.0,11
21-10-2023 17:36,100,5031.0,41
21-10-2023 17:36,100,,41
21-10-2023 17:36,100,,14
21-10-2023 17:36,133,,7
21-10-2023 17:36,150,4010.0,2
21-10-2023 17:36,150,5030.0,2
21-10-2023 17:36,150,5030.0,1
21-10-2023 17:36,200,2001.0,3
21-10-2023 17:36,300,2001.0,1
21-10-2023 17:36,300,4012.0,6
21-10-2023 17:36,300,4012.0,5
21-10-2023 17:36,300,5004.0,10
21-10-2023 17:36,300,5004.0,4
21-10-2023 17:37,100,2001.0,1412
21-10-2023 17:37,100,2001.0,491
21-10-2023 17:37,100,4010.0,6
21-10-2023 17:37,100,4010.0,1
21-10-2023 17:37,100,4012.0,708
21-10-2023 17:37,100,4012.0,225
21-10-2023 17:37,100,5031.0,33
21-10-2023 17:37,100,5031.0,19
21-10-2023 17:37,100,,11
21-10-2023 17:37,100,,48
21-10-2023 17:37,133,,6
21-10-2023 17:37,150,4010.0,1
21-10-2023 17:37,150,5030.0,1
21-10-2023 17:37,150,5030.0,1
21-10-2023 17:37,200,2001.0,1
21-10-2023 17:37,200,2001.0,3
21-10-2023 17:37,300,2001.0,1
21-10-2023 17:37,300,2001.0,2
21-10-2023 17:37,300,4012.0,18
21-10-2023 17:37,300,4012.0,29
21-10-2023 17:37,300,5004.0,4
21-10-2023 17:37,300,5004.0,7
21-10-2023 17:38,100,2001.0,499
21-10-2023 17:38,100,2001.0,1531
21-10-2023 17:38,100,4010.0,4
21-10-2023 17:38,100,4010.0,2
21-10-2023 17:38,100,4012.0,679
21-10-2023 17:38,100,4012.0,253
21-10-2023 17:38,100,5031.0,31
21-10-2023 17:38,100,5031.0,17
21-10-2023 17:38,100,,53
21-10-2023 17:38,100,,17
21-10-2023 17:38,133,,4
21-10-2023 17:38,150,,1
21-10-2023 17:38,200,2001.0,3
21-10-2023 17:38,300,2001.0,2
21-10-2023 17:38,300,2001.0,1
21-10-2023 17:38,300,4012.0,14
21-10-2023 17:38,300,4012.0,12
21-10-2023 17:38,300,5004.0,10
21-10-2023 17:38,300,5004.0,15
21-10-2023 17:39,100,2001.0,448
21-10-2023 17:39,100,2001.0,1299
21-10-2023 17:39,100,4010.0,1
21-10-2023 17:39,100,4010.0,8
21-10-2023 17:39,100,4012.0,555
21-10-2023 17:39,100,4012.0,222
21-10-2023 17:39,100,5031.0,8
21-10-2023 17:39,100,5031.0,30
21-10-2023 17:39,100,,25
21-10-2023 17:39,100,,38
21-10-2023 17:39,133,,6
21-10-2023 17:39,200,2001.0,1
21-10-2023 17:39,300,2001.0,1
21-10-2023 17:39,300,4012.0,5
21-10-2023 17:39,300,4012.0,9
21-10-2023 17:39,300,5004.0,4
21-10-2023 17:39,300,5004.0,10
