CDRDATE,SERVICE_KEY,IS_ROAMING,DIAMETER,TOTAL
2023-11-05 03:43,100.0,0.0,,5.0
2023-11-05 03:43,300.0,0.0,5004.0,1.0
2023-11-05 03:44,100.0,0.0,2001.0,196.0
2023-11-05 03:44,100.0,0.0,4010.0,8.0
2023-11-05 03:44,100.0,0.0,4012.0,119.0
2023-11-05 03:44,100.0,0.0,5031.0,11.0
2023-11-05 03:44,100.0,0.0,,3.0
2023-11-05 03:45,100.0,0.0,2001.0,231.0
2023-11-05 03:45,100.0,0.0,4010.0,10.0
2023-11-05 03:45,100.0,0.0,4012.0,91.0
2023-11-05 03:45,100.0,0.0,5031.0,9.0
2023-11-05 03:45,100.0,0.0,,8.0
2023-11-05 03:45,100.0,1.0,,1.0
2023-11-05 03:45,300.0,1.0,4012.0,10.0
2023-11-05 03:46,100.0,0.0,2001.0,236.0
2023-11-05 03:46,100.0,0.0,4010.0,9.0
2023-11-05 03:46,100.0,0.0,4012.0,121.0
2023-11-05 03:46,100.0,0.0,5031.0,11.0
2023-11-05 03:46,100.0,0.0,,7.0
2023-11-05 03:46,200.0,0.0,2001.0,1.0
2023-11-05 03:46,300.0,1.0,4012.0,21.0
2023-11-05 03:47,100.0,0.0,2001.0,245.0
2023-11-05 03:47,100.0,0.0,4010.0,6.0
2023-11-05 03:47,100.0,0.0,4012.0,126.0
2023-11-05 03:47,100.0,0.0,5031.0,11.0
2023-11-05 03:47,100.0,0.0,,6.0
2023-11-05 03:47,300.0,0.0,5004.0,1.0
2023-11-05 03:48,100.0,0.0,2001.0,235.0
2023-11-05 03:48,100.0,0.0,4010.0,6.0
2023-11-05 03:48,100.0,0.0,4012.0,118.0
2023-11-05 03:48,100.0,0.0,5031.0,8.0
2023-11-05 03:48,100.0,0.0,,6.0
2023-11-05 03:48,200.0,0.0,2001.0,2.0
2023-11-05 03:48,300.0,1.0,4012.0,1.0
2023-11-05 03:49,100.0,0.0,2001.0,216.0
2023-11-05 03:49,100.0,0.0,4010.0,7.0
2023-11-05 03:49,100.0,0.0,4012.0,98.0
2023-11-05 03:49,100.0,0.0,5031.0,12.0
2023-11-05 03:49,100.0,0.0,,6.0
2023-11-05 03:49,150.0,0.0,5030.0,1.0
2023-11-05 03:49,200.0,0.0,2001.0,2.0
2023-11-05 03:50,100.0,0.0,2001.0,232.0
2023-11-05 03:50,100.0,0.0,4010.0,11.0
2023-11-05 03:50,100.0,0.0,4012.0,109.0
2023-11-05 03:50,100.0,0.0,5031.0,6.0
2023-11-05 03:50,100.0,1.0,5031.0,1.0
2023-11-05 03:50,100.0,0.0,,3.0
2023-11-05 03:50,100.0,1.0,,1.0
2023-11-05 03:50,300.0,1.0,4012.0,1.0
2023-11-05 03:51,100.0,0.0,2001.0,241.0
2023-11-05 03:51,100.0,0.0,4010.0,8.0
2023-11-05 03:51,100.0,0.0,4012.0,129.0
2023-11-05 03:51,100.0,1.0,4012.0,1.0
2023-11-05 03:51,100.0,0.0,5031.0,16.0
2023-11-05 03:51,100.0,1.0,5031.0,2.0
2023-11-05 03:51,100.0,0.0,,7.0
2023-11-05 03:51,300.0,1.0,4012.0,3.0
2023-11-05 03:51,300.0,0.0,5004.0,1.0
2023-11-05 03:52,100.0,0.0,2001.0,240.0
2023-11-05 03:52,100.0,0.0,4010.0,10.0
2023-11-05 03:52,100.0,0.0,4012.0,116.0
2023-11-05 03:52,100.0,0.0,5031.0,7.0
2023-11-05 03:52,100.0,0.0,,3.0
2023-11-05 03:52,200.0,0.0,2001.0,1.0
2023-11-05 03:53,100.0,0.0,2001.0,221.0
2023-11-05 03:53,100.0,0.0,4010.0,7.0
2023-11-05 03:53,100.0,0.0,4012.0,125.0
2023-11-05 03:53,100.0,0.0,5031.0,10.0
2023-11-05 03:53,100.0,0.0,,2.0
2023-11-05 03:54,100.0,0.0,2001.0,188.0
2023-11-05 03:54,100.0,0.0,4010.0,5.0
2023-11-05 03:54,100.0,0.0,4012.0,59.0
2023-11-05 03:54,100.0,0.0,5031.0,10.0
2023-11-05 03:54,100.0,0.0,,4.0
2023-11-05 03:55,100.0,0.0,2001.0,209.0
2023-11-05 03:55,100.0,0.0,4010.0,8.0
2023-11-05 03:55,100.0,0.0,4012.0,110.0
2023-11-05 03:55,100.0,0.0,5031.0,12.0
2023-11-05 03:55,100.0,0.0,,4.0
2023-11-05 03:55,100.0,1.0,,1.0
2023-11-05 03:55,200.0,0.0,2001.0,1.0
2023-11-05 03:55,300.0,0.0,5004.0,1.0
2023-11-05 03:56,100.0,0.0,2001.0,221.0
2023-11-05 03:56,100.0,0.0,4010.0,7.0
2023-11-05 03:56,100.0,0.0,4012.0,117.0
2023-11-05 03:56,100.0,0.0,5031.0,8.0
2023-11-05 03:56,100.0,0.0,,4.0
2023-11-05 03:57,100.0,0.0,2001.0,226.0
2023-11-05 03:57,100.0,0.0,4010.0,8.0
2023-11-05 03:57,100.0,0.0,4012.0,100.0
2023-11-05 03:57,100.0,0.0,5031.0,10.0
2023-11-05 03:57,100.0,0.0,,5.0
2023-11-05 03:57,300.0,0.0,5004.0,1.0
2023-11-05 03:58,100.0,0.0,2001.0,235.0
2023-11-05 03:58,100.0,0.0,4010.0,6.0
2023-11-05 03:58,100.0,0.0,4012.0,128.0
2023-11-05 03:58,100.0,0.0,5031.0,12.0
2023-11-05 03:58,100.0,0.0,,10.0
2023-11-05 03:58,300.0,1.0,4012.0,1.0
2023-11-05 03:59,100.0,0.0,2001.0,207.0
2023-11-05 03:59,100.0,0.0,4010.0,7.0
2023-11-05 03:59,100.0,0.0,4012.0,112.0
2023-11-05 03:59,100.0,1.0,4012.0,1.0
2023-11-05 03:59,100.0,0.0,5031.0,15.0
2023-11-05 03:59,100.0,1.0,5031.0,1.0
2023-11-05 03:59,100.0,0.0,,6.0
2023-11-05 03:59,200.0,0.0,2001.0,2.0
2023-11-05 04:00,100.0,0.0,2001.0,222.0
2023-11-05 04:00,100.0,0.0,4010.0,14.0
2023-11-05 04:00,100.0,0.0,4012.0,131.0
2023-11-05 04:00,100.0,0.0,5031.0,13.0
2023-11-05 04:00,100.0,0.0,,9.0
2023-11-05 04:00,133.0,0.0,,1.0
2023-11-05 04:01,100.0,0.0,2001.0,241.0
2023-11-05 04:01,100.0,0.0,4010.0,10.0
2023-11-05 04:01,100.0,0.0,4012.0,133.0
2023-11-05 04:01,100.0,0.0,5031.0,9.0
2023-11-05 04:01,100.0,0.0,,9.0
2023-11-05 04:01,300.0,1.0,2001.0,1.0
2023-11-05 04:02,100.0,0.0,2001.0,274.0
2023-11-05 04:02,100.0,1.0,2001.0,1.0
2023-11-05 04:02,100.0,0.0,4010.0,5.0
2023-11-05 04:02,100.0,0.0,4012.0,132.0
2023-11-05 04:02,100.0,1.0,4012.0,1.0
2023-11-05 04:02,100.0,0.0,5031.0,10.0
2023-11-05 04:02,100.0,0.0,,7.0
2023-11-05 04:03,100.0,0.0,2001.0,250.0
2023-11-05 04:03,100.0,0.0,4010.0,3.0
2023-11-05 04:03,100.0,0.0,4012.0,102.0
2023-11-05 04:03,100.0,1.0,4012.0,2.0
2023-11-05 04:03,100.0,0.0,5031.0,9.0
2023-11-05 04:03,100.0,1.0,5031.0,1.0
2023-11-05 04:03,100.0,0.0,,3.0
2023-11-05 04:03,300.0,0.0,5004.0,1.0
2023-11-05 04:04,100.0,0.0,2001.0,221.0
2023-11-05 04:04,100.0,0.0,4010.0,6.0
2023-11-05 04:04,100.0,0.0,4012.0,106.0
2023-11-05 04:04,100.0,0.0,5031.0,7.0
2023-11-05 04:04,100.0,0.0,,6.0
2023-11-05 04:05,100.0,0.0,2001.0,275.0
2023-11-05 04:05,100.0,0.0,4010.0,9.0
2023-11-05 04:05,100.0,0.0,4012.0,136.0
2023-11-05 04:05,100.0,1.0,4012.0,1.0
2023-11-05 04:05,100.0,0.0,5031.0,8.0
2023-11-05 04:05,100.0,0.0,,8.0
2023-11-05 04:05,200.0,0.0,2001.0,1.0
2023-11-05 04:05,200.0,0.0,5031.0,1.0
2023-11-05 04:06,100.0,0.0,2001.0,290.0
2023-11-05 04:06,100.0,0.0,4010.0,10.0
2023-11-05 04:06,100.0,0.0,4012.0,123.0
2023-11-05 04:06,100.0,0.0,5031.0,11.0
2023-11-05 04:06,100.0,0.0,,17.0
2023-11-05 04:07,100.0,0.0,2001.0,256.0
2023-11-05 04:07,100.0,0.0,4010.0,13.0
2023-11-05 04:07,100.0,0.0,4012.0,131.0
2023-11-05 04:07,100.0,0.0,5031.0,10.0
2023-11-05 04:07,100.0,0.0,,8.0
2023-11-05 04:07,100.0,1.0,,1.0
2023-11-05 04:07,300.0,0.0,5004.0,1.0
2023-11-05 04:08,100.0,0.0,2001.0,264.0
2023-11-05 04:08,100.0,0.0,4010.0,10.0
2023-11-05 04:08,100.0,0.0,4012.0,127.0
2023-11-05 04:08,100.0,0.0,5031.0,19.0
2023-11-05 04:08,100.0,0.0,,8.0
2023-11-05 04:08,100.0,1.0,,1.0
2023-11-05 04:09,100.0,0.0,2001.0,240.0
2023-11-05 04:09,100.0,0.0,4010.0,9.0
2023-11-05 04:09,100.0,0.0,4012.0,138.0
2023-11-05 04:09,100.0,0.0,5031.0,11.0
2023-11-05 04:09,100.0,0.0,,3.0
2023-11-05 04:10,100.0,0.0,2001.0,271.0
2023-11-05 04:10,100.0,0.0,4010.0,11.0
2023-11-05 04:10,100.0,0.0,4012.0,173.0
2023-11-05 04:10,100.0,1.0,4012.0,2.0
2023-11-05 04:10,100.0,0.0,5031.0,15.0
2023-11-05 04:10,100.0,0.0,,5.0
2023-11-05 04:10,150.0,0.0,5030.0,1.0
2023-11-05 04:11,100.0,0.0,2001.0,266.0
2023-11-05 04:11,100.0,0.0,4010.0,11.0
2023-11-05 04:11,100.0,0.0,4012.0,153.0
2023-11-05 04:11,100.0,0.0,5031.0,17.0
2023-11-05 04:11,100.0,0.0,,5.0
2023-11-05 04:11,150.0,0.0,5030.0,3.0
2023-11-05 04:11,150.0,1.0,,1.0
2023-11-05 04:11,300.0,1.0,4012.0,1.0
2023-11-05 04:12,100.0,0.0,2001.0,286.0
2023-11-05 04:12,100.0,0.0,4010.0,10.0
2023-11-05 04:12,100.0,0.0,4012.0,141.0
2023-11-05 04:12,100.0,0.0,5031.0,18.0
2023-11-05 04:12,100.0,1.0,5031.0,1.0
2023-11-05 04:12,100.0,0.0,,9.0
2023-11-05 04:12,150.0,0.0,5030.0,1.0
2023-11-05 04:12,300.0,1.0,4012.0,2.0
2023-11-05 04:13,100.0,0.0,2001.0,294.0
2023-11-05 04:13,100.0,0.0,4010.0,11.0
2023-11-05 04:13,100.0,0.0,4012.0,124.0
2023-11-05 04:13,100.0,0.0,5031.0,14.0
2023-11-05 04:13,100.0,1.0,5031.0,1.0
2023-11-05 04:13,100.0,0.0,,10.0
2023-11-05 04:14,100.0,0.0,2001.0,271.0
2023-11-05 04:14,100.0,1.0,2001.0,1.0
2023-11-05 04:14,100.0,0.0,4010.0,6.0
2023-11-05 04:14,100.0,0.0,4012.0,125.0
2023-11-05 04:14,100.0,0.0,5031.0,10.0
2023-11-05 04:14,100.0,0.0,,8.0
2023-11-05 04:15,100.0,0.0,2001.0,284.0
2023-11-05 04:15,100.0,1.0,2001.0,1.0
2023-11-05 04:15,100.0,0.0,4010.0,9.0
2023-11-05 04:15,100.0,0.0,4012.0,138.0
2023-11-05 04:15,100.0,0.0,5031.0,17.0
2023-11-05 04:15,100.0,0.0,,6.0
2023-11-05 04:15,133.0,0.0,,1.0
2023-11-05 04:15,200.0,0.0,2001.0,1.0
2023-11-05 04:16,100.0,0.0,2001.0,353.0
2023-11-05 04:16,100.0,0.0,4010.0,6.0
2023-11-05 04:16,100.0,0.0,4012.0,139.0
2023-11-05 04:16,100.0,1.0,4012.0,1.0
2023-11-05 04:16,100.0,0.0,5031.0,18.0
2023-11-05 04:16,100.0,0.0,,10.0
2023-11-05 04:16,200.0,0.0,2001.0,1.0
2023-11-05 04:16,300.0,0.0,5004.0,1.0
2023-11-05 04:17,100.0,0.0,2001.0,283.0
2023-11-05 04:17,100.0,1.0,2001.0,1.0
2023-11-05 04:17,100.0,0.0,4010.0,8.0
2023-11-05 04:17,100.0,0.0,4012.0,151.0
2023-11-05 04:17,100.0,0.0,5031.0,17.0
2023-11-05 04:17,100.0,0.0,,14.0
2023-11-05 04:17,200.0,0.0,2001.0,1.0
2023-11-05 04:18,100.0,0.0,2001.0,318.0
2023-11-05 04:18,100.0,0.0,4010.0,7.0
2023-11-05 04:18,100.0,0.0,4012.0,117.0
2023-11-05 04:18,100.0,0.0,5005.0,1.0
2023-11-05 04:18,100.0,0.0,5031.0,13.0
2023-11-05 04:18,100.0,0.0,,8.0
2023-11-05 04:19,100.0,0.0,2001.0,176.0
2023-11-05 04:19,100.0,0.0,4010.0,6.0
2023-11-05 04:19,100.0,0.0,4012.0,79.0
2023-11-05 04:19,100.0,0.0,5031.0,2.0
2023-11-05 04:19,100.0,0.0,,7.0
2023-11-05 04:19,200.0,0.0,2001.0,1.0
2023-11-05 04:19,300.0,0.0,5004.0,1.0
2023-11-05 04:20,100.0,0.0,2001.0,265.0
2023-11-05 04:20,100.0,0.0,4010.0,9.0
2023-11-05 04:20,100.0,0.0,4012.0,146.0
2023-11-05 04:20,100.0,0.0,5031.0,10.0
2023-11-05 04:20,100.0,0.0,,12.0
2023-11-05 04:20,300.0,0.0,5004.0,2.0
2023-11-05 04:21,100.0,0.0,2001.0,317.0
2023-11-05 04:21,100.0,1.0,2001.0,1.0
2023-11-05 04:21,100.0,0.0,4010.0,10.0
2023-11-05 04:21,100.0,0.0,4012.0,134.0
2023-11-05 04:21,100.0,0.0,5031.0,8.0
2023-11-05 04:21,100.0,0.0,,10.0
2023-11-05 04:22,100.0,0.0,2001.0,310.0
2023-11-05 04:22,100.0,0.0,4010.0,9.0
2023-11-05 04:22,100.0,0.0,4012.0,134.0
2023-11-05 04:22,100.0,0.0,5031.0,13.0
2023-11-05 04:22,100.0,0.0,,10.0
2023-11-05 04:22,100.0,1.0,,1.0
2023-11-05 04:22,133.0,0.0,,3.0
2023-11-05 04:22,150.0,0.0,5030.0,1.0
2023-11-05 04:23,100.0,0.0,2001.0,352.0
2023-11-05 04:23,100.0,0.0,4010.0,6.0
2023-11-05 04:23,100.0,0.0,4012.0,136.0
2023-11-05 04:23,100.0,0.0,5031.0,16.0
2023-11-05 04:23,100.0,0.0,,10.0
2023-11-05 04:24,100.0,0.0,2001.0,141.0
2023-11-05 04:24,100.0,0.0,4010.0,3.0
2023-11-05 04:24,100.0,0.0,4012.0,64.0
2023-11-05 04:24,100.0,0.0,5031.0,4.0
2023-11-05 04:24,100.0,0.0,,6.0
2023-11-05 04:25,100.0,0.0,2001.0,326.0
2023-11-05 04:25,100.0,0.0,4010.0,5.0
2023-11-05 04:25,100.0,0.0,4012.0,136.0
2023-11-05 04:25,100.0,0.0,5031.0,12.0
2023-11-05 04:25,100.0,0.0,,9.0
2023-11-05 04:25,300.0,1.0,5031.0,6.0
2023-11-05 04:26,100.0,0.0,2001.0,294.0
2023-11-05 04:26,100.0,0.0,4010.0,9.0
2023-11-05 04:26,100.0,0.0,4012.0,181.0
2023-11-05 04:26,100.0,0.0,5031.0,15.0
2023-11-05 04:26,100.0,0.0,,9.0
2023-11-05 04:26,100.0,1.0,,1.0
2023-11-05 04:27,100.0,0.0,2001.0,287.0
2023-11-05 04:27,100.0,0.0,4010.0,10.0
2023-11-05 04:27,100.0,0.0,4012.0,186.0
2023-11-05 04:27,100.0,1.0,4012.0,1.0
2023-11-05 04:27,100.0,0.0,5031.0,19.0
2023-11-05 04:27,100.0,0.0,,10.0
2023-11-05 04:27,300.0,0.0,5004.0,1.0
2023-11-05 04:28,100.0,0.0,2001.0,303.0
2023-11-05 04:28,100.0,0.0,4010.0,9.0
2023-11-05 04:28,100.0,0.0,4012.0,162.0
2023-11-05 04:28,100.0,0.0,5031.0,17.0
2023-11-05 04:28,100.0,0.0,,5.0
2023-11-05 04:29,100.0,0.0,2001.0,302.0
2023-11-05 04:29,100.0,0.0,4010.0,10.0
2023-11-05 04:29,100.0,0.0,4012.0,133.0
2023-11-05 04:29,100.0,0.0,5031.0,12.0
2023-11-05 04:29,100.0,0.0,,10.0
2023-11-05 04:29,100.0,1.0,,1.0
2023-11-05 04:30,100.0,0.0,2001.0,345.0
2023-11-05 04:30,100.0,0.0,4010.0,8.0
2023-11-05 04:30,100.0,0.0,4012.0,152.0
2023-11-05 04:30,100.0,0.0,5031.0,7.0
2023-11-05 04:30,100.0,0.0,,8.0
2023-11-05 04:31,100.0,0.0,2001.0,357.0
2023-11-05 04:31,100.0,0.0,4010.0,8.0
2023-11-05 04:31,100.0,0.0,4012.0,170.0
2023-11-05 04:31,100.0,0.0,5031.0,10.0
2023-11-05 04:31,100.0,0.0,,8.0
2023-11-05 04:31,200.0,0.0,2001.0,1.0
2023-11-05 04:31,300.0,0.0,5004.0,1.0
2023-11-05 04:32,100.0,0.0,2001.0,381.0
2023-11-05 04:32,100.0,0.0,4010.0,5.0
2023-11-05 04:32,100.0,0.0,4012.0,190.0
2023-11-05 04:32,100.0,0.0,5031.0,15.0
2023-11-05 04:32,100.0,0.0,,9.0
2023-11-05 04:32,300.0,0.0,5004.0,1.0
2023-11-05 04:33,100.0,0.0,2001.0,394.0
2023-11-05 04:33,100.0,0.0,4010.0,9.0
2023-11-05 04:33,100.0,0.0,4012.0,163.0
2023-11-05 04:33,100.0,0.0,5031.0,14.0
2023-11-05 04:33,100.0,0.0,,12.0
2023-11-05 04:33,133.0,0.0,,1.0
2023-11-05 04:34,100.0,0.0,2001.0,313.0
2023-11-05 04:34,100.0,0.0,4010.0,8.0
2023-11-05 04:34,100.0,0.0,4012.0,159.0
2023-11-05 04:34,100.0,0.0,5031.0,16.0
2023-11-05 04:34,100.0,0.0,,10.0
2023-11-05 04:34,133.0,0.0,,1.0
2023-11-05 04:34,150.0,0.0,4010.0,1.0
2023-11-05 04:35,100.0,0.0,2001.0,360.0
2023-11-05 04:35,100.0,0.0,4010.0,6.0
2023-11-05 04:35,100.0,0.0,4012.0,167.0
2023-11-05 04:35,100.0,0.0,5031.0,13.0
2023-11-05 04:35,100.0,1.0,5031.0,1.0
2023-11-05 04:35,100.0,0.0,,8.0
2023-11-05 04:36,100.0,0.0,2001.0,378.0
2023-11-05 04:36,100.0,0.0,4010.0,11.0
2023-11-05 04:36,100.0,0.0,4012.0,171.0
2023-11-05 04:36,100.0,0.0,5031.0,12.0
2023-11-05 04:36,100.0,1.0,5031.0,1.0
2023-11-05 04:36,100.0,0.0,,6.0
2023-11-05 04:37,100.0,0.0,2001.0,334.0
2023-11-05 04:37,100.0,0.0,4010.0,10.0
2023-11-05 04:37,100.0,0.0,4012.0,154.0
2023-11-05 04:37,100.0,0.0,5031.0,10.0
2023-11-05 04:37,100.0,1.0,5031.0,1.0
2023-11-05 04:37,100.0,0.0,,7.0
2023-11-05 04:37,200.0,0.0,2001.0,1.0
2023-11-05 04:38,100.0,0.0,2001.0,338.0
2023-11-05 04:38,100.0,0.0,4010.0,10.0
2023-11-05 04:38,100.0,0.0,4012.0,160.0
2023-11-05 04:38,100.0,0.0,5031.0,8.0
2023-11-05 04:38,100.0,0.0,,9.0
2023-11-05 04:38,200.0,0.0,2001.0,1.0
2023-11-05 04:39,100.0,0.0,2001.0,117.0
2023-11-05 04:39,100.0,0.0,4010.0,2.0
2023-11-05 04:39,100.0,0.0,4012.0,57.0
2023-11-05 04:39,100.0,0.0,5031.0,7.0
2023-11-05 04:39,100.0,0.0,,2.0
2023-11-05 04:40,100.0,0.0,2001.0,343.0
2023-11-05 04:40,100.0,0.0,4010.0,7.0
2023-11-05 04:40,100.0,0.0,4012.0,170.0
2023-11-05 04:40,100.0,0.0,5031.0,19.0
2023-11-05 04:40,100.0,0.0,,14.0
2023-11-05 04:40,150.0,0.0,4010.0,1.0
2023-11-05 04:41,100.0,0.0,2001.0,373.0
2023-11-05 04:41,100.0,0.0,4010.0,13.0
2023-11-05 04:41,100.0,0.0,4012.0,181.0
2023-11-05 04:41,100.0,0.0,5031.0,11.0
2023-11-05 04:41,100.0,0.0,,17.0
2023-11-05 04:41,150.0,0.0,4010.0,1.0
2023-11-05 04:42,100.0,0.0,2001.0,419.0
2023-11-05 04:42,100.0,0.0,4010.0,7.0
2023-11-05 04:42,100.0,0.0,4012.0,172.0
2023-11-05 04:42,100.0,0.0,5031.0,17.0
2023-11-05 04:42,100.0,0.0,,14.0
2023-11-05 04:43,100.0,0.0,2001.0,371.0
2023-11-05 04:43,100.0,0.0,4010.0,9.0
2023-11-05 04:43,100.0,0.0,4012.0,172.0
2023-11-05 04:43,100.0,1.0,4012.0,2.0
2023-11-05 04:43,100.0,0.0,5031.0,19.0
2023-11-05 04:43,100.0,0.0,,10.0
2023-11-05 04:43,150.0,0.0,4010.0,1.0
2023-11-05 04:43,150.0,0.0,5030.0,1.0
2023-11-05 04:43,300.0,1.0,4012.0,12.0
2023-11-05 04:44,100.0,0.0,2001.0,395.0
2023-11-05 04:44,100.0,0.0,4010.0,13.0
2023-11-05 04:44,100.0,0.0,4012.0,181.0
2023-11-05 04:44,100.0,0.0,5031.0,19.0
2023-11-05 04:44,100.0,0.0,,6.0
2023-11-05 04:44,200.0,0.0,2001.0,1.0
2023-11-05 04:44,300.0,1.0,4012.0,2.0
2023-11-05 04:45,100.0,0.0,2001.0,402.0
2023-11-05 04:45,100.0,0.0,4010.0,10.0
2023-11-05 04:45,100.0,0.0,4012.0,144.0
2023-11-05 04:45,100.0,0.0,5031.0,7.0
2023-11-05 04:45,100.0,1.0,5031.0,1.0
2023-11-05 04:45,100.0,0.0,,14.0
2023-11-05 04:45,200.0,0.0,2001.0,1.0
2023-11-05 04:45,300.0,1.0,4012.0,3.0
2023-11-05 04:46,100.0,0.0,2001.0,429.0
2023-11-05 04:46,100.0,0.0,4010.0,7.0
2023-11-05 04:46,100.0,0.0,4012.0,180.0
2023-11-05 04:46,100.0,0.0,5031.0,14.0
2023-11-05 04:46,100.0,0.0,,10.0
2023-11-05 04:46,150.0,0.0,4010.0,1.0
2023-11-05 04:46,150.0,0.0,5030.0,1.0
2023-11-05 04:46,300.0,1.0,4012.0,6.0
2023-11-05 04:47,100.0,0.0,2001.0,418.0
2023-11-05 04:47,100.0,0.0,4010.0,6.0
2023-11-05 04:47,100.0,0.0,4012.0,211.0
2023-11-05 04:47,100.0,0.0,5031.0,18.0
2023-11-05 04:47,100.0,0.0,,13.0
2023-11-05 04:47,100.0,1.0,,1.0
2023-11-05 04:47,200.0,0.0,2001.0,2.0
2023-11-05 04:48,100.0,0.0,2001.0,437.0
2023-11-05 04:48,100.0,0.0,4010.0,10.0
2023-11-05 04:48,100.0,0.0,4012.0,199.0
2023-11-05 04:48,100.0,0.0,5031.0,21.0
2023-11-05 04:48,100.0,0.0,,10.0
2023-11-05 04:48,133.0,0.0,,1.0
2023-11-05 04:48,200.0,0.0,2001.0,1.0
2023-11-05 04:49,100.0,0.0,2001.0,435.0
2023-11-05 04:49,100.0,0.0,4010.0,11.0
2023-11-05 04:49,100.0,0.0,4012.0,160.0
2023-11-05 04:49,100.0,0.0,5031.0,16.0
2023-11-05 04:49,100.0,0.0,,9.0
2023-11-05 04:49,300.0,1.0,4012.0,1.0
2023-11-05 04:50,100.0,0.0,2001.0,461.0
2023-11-05 04:50,100.0,0.0,4010.0,10.0
2023-11-05 04:50,100.0,0.0,4012.0,180.0
2023-11-05 04:50,100.0,0.0,5031.0,17.0
2023-11-05 04:50,100.0,0.0,,10.0
2023-11-05 04:50,150.0,0.0,4010.0,1.0
2023-11-05 04:50,200.0,0.0,2001.0,1.0
2023-11-05 04:51,100.0,0.0,2001.0,429.0
2023-11-05 04:51,100.0,0.0,4010.0,9.0
2023-11-05 04:51,100.0,0.0,4012.0,213.0
2023-11-05 04:51,100.0,0.0,5031.0,9.0
2023-11-05 04:51,100.0,0.0,,8.0
2023-11-05 04:52,100.0,0.0,2001.0,436.0
2023-11-05 04:52,100.0,0.0,4010.0,8.0
2023-11-05 04:52,100.0,0.0,4012.0,219.0
2023-11-05 04:52,100.0,0.0,5031.0,14.0
2023-11-05 04:52,100.0,0.0,,21.0
2023-11-05 04:53,100.0,0.0,2001.0,458.0
2023-11-05 04:53,100.0,0.0,4010.0,8.0
2023-11-05 04:53,100.0,0.0,4012.0,193.0
2023-11-05 04:53,100.0,1.0,4012.0,1.0
2023-11-05 04:53,100.0,0.0,5031.0,13.0
2023-11-05 04:53,100.0,0.0,,21.0
2023-11-05 04:54,100.0,0.0,2001.0,213.0
2023-11-05 04:54,100.0,0.0,4010.0,8.0
2023-11-05 04:54,100.0,0.0,4012.0,94.0
2023-11-05 04:54,100.0,0.0,5031.0,10.0
2023-11-05 04:54,100.0,0.0,,6.0
2023-11-05 04:54,200.0,0.0,2001.0,1.0
2023-11-05 04:55,100.0,0.0,2001.0,457.0
2023-11-05 04:55,100.0,0.0,4010.0,10.0
2023-11-05 04:55,100.0,0.0,4012.0,209.0
2023-11-05 04:55,100.0,0.0,5031.0,14.0
2023-11-05 04:55,100.0,1.0,5031.0,2.0
2023-11-05 04:55,100.0,0.0,,9.0
2023-11-05 04:55,150.0,0.0,4010.0,1.0
2023-11-05 04:55,200.0,0.0,2001.0,4.0
2023-11-05 04:55,300.0,0.0,5004.0,1.0
2023-11-05 04:56,100.0,0.0,2001.0,440.0
2023-11-05 04:56,100.0,0.0,4010.0,10.0
2023-11-05 04:56,100.0,0.0,4012.0,196.0
2023-11-05 04:56,100.0,0.0,5031.0,11.0
2023-11-05 04:56,100.0,1.0,5031.0,1.0
2023-11-05 04:56,100.0,0.0,,12.0
2023-11-05 04:56,300.0,1.0,4012.0,6.0
2023-11-05 04:57,100.0,0.0,2001.0,403.0
2023-11-05 04:57,100.0,0.0,4010.0,8.0
2023-11-05 04:57,100.0,0.0,4012.0,223.0
2023-11-05 04:57,100.0,0.0,5031.0,10.0
2023-11-05 04:57,100.0,1.0,5031.0,1.0
2023-11-05 04:57,100.0,0.0,,14.0
2023-11-05 04:57,133.0,0.0,,1.0
2023-11-05 04:57,200.0,0.0,2001.0,1.0
2023-11-05 04:58,100.0,0.0,2001.0,412.0
2023-11-05 04:58,100.0,0.0,4010.0,13.0
2023-11-05 04:58,100.0,0.0,4012.0,211.0
2023-11-05 04:58,100.0,1.0,4012.0,1.0
2023-11-05 04:58,100.0,0.0,5031.0,17.0
2023-11-05 04:58,100.0,1.0,5031.0,1.0
2023-11-05 04:58,100.0,0.0,,13.0
2023-11-05 04:58,133.0,0.0,,1.0
2023-11-05 04:59,100.0,0.0,2001.0,428.0
2023-11-05 04:59,100.0,0.0,4010.0,19.0
2023-11-05 04:59,100.0,0.0,4012.0,172.0
2023-11-05 04:59,100.0,0.0,5031.0,11.0
2023-11-05 04:59,100.0,0.0,,15.0
2023-11-05 04:59,150.0,0.0,5030.0,1.0
2023-11-05 04:59,200.0,0.0,2001.0,1.0
2023-11-05 05:00,100.0,0.0,2001.0,469.0
2023-11-05 05:00,100.0,0.0,4010.0,11.0
2023-11-05 05:00,100.0,0.0,4012.0,211.0
2023-11-05 05:00,100.0,1.0,4012.0,1.0
2023-11-05 05:00,100.0,0.0,5031.0,17.0
2023-11-05 05:00,100.0,0.0,,17.0
2023-11-05 05:00,133.0,0.0,,1.0
2023-11-05 05:01,100.0,0.0,2001.0,527.0
2023-11-05 05:01,100.0,0.0,4010.0,13.0
2023-11-05 05:01,100.0,0.0,4012.0,210.0
2023-11-05 05:01,100.0,1.0,4012.0,1.0
2023-11-05 05:01,100.0,0.0,5031.0,12.0
2023-11-05 05:01,100.0,0.0,,11.0
