CDR_DATE,CDR_HOUR,CONTENTPROVIDERID,CP_NAME,BASICCAUSE,INTERNALCAUSE,ACCESSFLAG,TOTAL,REMARK
11-02-2024,05,164,Era Digital Media,111,4012,73,193105,day0
11-02-2024,05,164,Era Digital Media,123,2001,72,2,day0
11-02-2024,05,164,Era Digital Media,23,,73,2,day0
11-02-2024,05,164,Era Digital Media,372,2001,72,2,day0
11-02-2024,05,164,Era Digital Media,372,,72,1,day0
11-02-2024,05,164,Era Digital Media,6,,73,605,day0
11-02-2024,05,164,Era Digital Media,938,2001,66,7,day0
11-02-2024,05,164,Era Digital Media,940,4010,73,13,day0
11-02-2024,05,164,Era Digital Media,940,5031,73,77,day0
11-02-2024,05,164,Era Digital Media,941,2001,73,1556,day0
11-02-2024,05,164,Era Digital Media,973,,73,2443,day0
11-02-2024,05,164,Era Digital Media,987,2001,72,3,day0
11-02-2024,05,166,Yatta Eracipta Solusi,111,4012,73,17295,day0
11-02-2024,05,166,Yatta Eracipta Solusi,23,,73,80,day0
11-02-2024,05,166,Yatta Eracipta Solusi,6,,73,46,day0
11-02-2024,05,166,Yatta Eracipta Solusi,940,4010,73,1,day0
11-02-2024,05,166,Yatta Eracipta Solusi,940,5031,73,6,day0
11-02-2024,05,166,Yatta Eracipta Solusi,941,2001,73,93,day0
11-02-2024,05,166,Yatta Eracipta Solusi,973,,73,17,day0
11-02-2024,05,171,Forest Indo Niaga,111,4012,73,3,day0
11-02-2024,05,171,Forest Indo Niaga,940,4010,73,4,day0
11-02-2024,05,178,Saharjo enam sembilan,940,5031,66,1,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,111,4012,73,21398,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,23,,73,458,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,6,,73,14,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,940,5031,73,4,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,941,2001,73,1088,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,973,,73,598,day0
11-02-2024,05,187,Sinergi Bestama Indonesia,991,,73,36,day0
11-02-2024,05,191,Digital HUB Accenture,938,2001,66,17,day0
11-02-2024,05,191,Digital HUB Accenture,940,5031,67,1,day0
11-02-2024,05,191,Digital HUB Accenture,941,2001,67,21,day0
11-02-2024,05,193,PT Festival Digital Nusantara,938,2001,66,10,day0
11-02-2024,05,193,PT Festival Digital Nusantara,941,2001,73,10,day0
11-02-2024,05,198,VIU,941,2001,67,182,day0
11-02-2024,05,206,LinkIT_360,111,4012,73,63032,day0
11-02-2024,05,206,LinkIT_360,23,,73,265,day0
11-02-2024,05,206,LinkIT_360,372,2001,72,1,day0
11-02-2024,05,206,LinkIT_360,6,,73,9,day0
11-02-2024,05,206,LinkIT_360,938,2001,66,3,day0
11-02-2024,05,206,LinkIT_360,940,5031,73,21,day0
11-02-2024,05,206,LinkIT_360,941,2001,73,120,day0
11-02-2024,05,206,LinkIT_360,973,,73,1,day0
11-02-2024,05,206,LinkIT_360,987,2001,72,1,day0
11-02-2024,05,210,PT Metrane,111,4012,68,256,day0
11-02-2024,05,210,PT Metrane,601,,66,54,day0
11-02-2024,05,210,PT Metrane,938,2001,66,478,day0
11-02-2024,05,210,PT Metrane,941,2001,67,546,day0
11-02-2024,05,210,PT Metrane,949,2001,68,274,day0
11-02-2024,05,235,Akses Cipta Solusi,111,4012,67,1,day0
11-02-2024,05,237,Redision,938,2001,66,2,day0
11-02-2024,05,237,Redision,941,2001,67,3,day0
11-02-2024,05,239,GMS AG (bulk),938,2001,66,1892,day0
11-02-2024,05,239,GMS AG (bulk),940,5030,66,29,day0
11-02-2024,05,239,GMS AG (bulk),940,5031,66,53,day0
11-02-2024,05,240,Monty Mobile (bulk),938,2001,66,89,day0
11-02-2024,05,242,BPJS,111,4012,67,15,day0
11-02-2024,05,242,BPJS,941,2001,67,25,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,111,4012,73,224,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,23,,73,150848,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,6,,73,5,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,601,,66,1,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,940,5031,73,2,day0
11-02-2024,05,250,PT. Gloria Viva Nusantara,941,2001,73,1,day0
11-02-2024,05,252,SahabatMudaKreatif,111,4012,73,63119,day0
11-02-2024,05,252,SahabatMudaKreatif,23,,73,35,day0
11-02-2024,05,252,SahabatMudaKreatif,372,2001,72,1,day0
11-02-2024,05,252,SahabatMudaKreatif,6,,73,2,day0
11-02-2024,05,252,SahabatMudaKreatif,938,2001,66,2,day0
11-02-2024,05,252,SahabatMudaKreatif,940,5031,73,14,day0
11-02-2024,05,252,SahabatMudaKreatif,941,2001,73,144,day0
11-02-2024,05,252,SahabatMudaKreatif,973,,73,85,day0
11-02-2024,05,252,SahabatMudaKreatif,987,2001,72,1,day0
11-02-2024,05,254,8Elements,938,2001,66,2,day0
11-02-2024,05,254,8Elements,941,2001,73,4,day0
11-02-2024,05,257,PT. Aman Devloop Indonesia,111,4012,73,10082,day0
11-02-2024,05,257,PT. Aman Devloop Indonesia,6,,73,33,day0
11-02-2024,05,257,PT. Aman Devloop Indonesia,940,5031,73,8,day0
11-02-2024,05,257,PT. Aman Devloop Indonesia,941,2001,73,11,day0
11-02-2024,05,257,PT. Aman Devloop Indonesia,973,,73,1,day0
11-02-2024,05,261,Telesat_System_Integrator,938,2001,66,1,day0
11-02-2024,05,261,Telesat_System_Integrator,941,2001,73,1,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,111,4012,73,87465,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,23,,73,24,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,6,,73,1281,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,940,4010,73,43,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,940,5031,73,138,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,941,2001,73,741,day0
11-02-2024,05,263,Artha_Ghani_Sempurna,973,,73,964,day0
11-02-2024,05,2836,Terminal Kreasi Nusantara,111,4012,73,53,day0
11-02-2024,05,2836,Terminal Kreasi Nusantara,23,,73,903,day0
11-02-2024,05,2836,Terminal Kreasi Nusantara,6,,73,1,day0
11-02-2024,05,2836,Terminal Kreasi Nusantara,941,2001,73,1,day0
11-02-2024,05,2875,Mocoplus_Technology,111,4012,73,30,day0
11-02-2024,05,2875,Mocoplus_Technology,941,2001,73,15,day0
11-02-2024,05,2875,Mocoplus_Technology,973,,73,1,day0
11-02-2024,05,2895,KEE_Digital,111,4012,73,49,day0
11-02-2024,05,2895,KEE_Digital,372,2001,72,54,day0
11-02-2024,05,2895,KEE_Digital,9,,72,32,day0
11-02-2024,05,2895,KEE_Digital,941,2001,73,142,day0
11-02-2024,05,2895,KEE_Digital,987,2001,72,54,day0
11-02-2024,05,2915,18 Box Media,111,4012,73,55116,day0
11-02-2024,05,2915,18 Box Media,23,,73,504,day0
11-02-2024,05,2915,18 Box Media,6,,73,11,day0
11-02-2024,05,2915,18 Box Media,940,5031,73,110,day0
11-02-2024,05,2915,18 Box Media,941,2001,73,220,day0
11-02-2024,05,2915,18 Box Media,973,,73,168,day0
11-02-2024,05,42,Access Mobile,938,2001,66,14,day0
11-02-2024,05,42,Access Mobile,940,5030,67,1,day0
11-02-2024,05,42,Access Mobile,941,2001,67,28,day0
11-02-2024,05,50,Triyakom,111,4012,67,3,day0
11-02-2024,05,50,Triyakom,111,4012,68,4,day0
11-02-2024,05,50,Triyakom,111,4012,73,288,day0
11-02-2024,05,50,Triyakom,123,2001,72,16,day0
11-02-2024,05,50,Triyakom,372,2001,72,28,day0
11-02-2024,05,50,Triyakom,6,,73,1,day0
11-02-2024,05,50,Triyakom,9,,72,28,day0
11-02-2024,05,50,Triyakom,938,2001,66,51,day0
11-02-2024,05,50,Triyakom,941,2001,67,131,day0
11-02-2024,05,50,Triyakom,941,2001,73,34,day0
11-02-2024,05,50,Triyakom,949,2001,68,20,day0
11-02-2024,05,50,Triyakom,987,2001,72,28,day0
11-02-2024,05,51,Utopia,111,4012,73,150956,day0
11-02-2024,05,51,Utopia,23,,73,6896,day0
11-02-2024,05,51,Utopia,372,2001,72,8,day0
11-02-2024,05,51,Utopia,6,,73,415,day0
11-02-2024,05,51,Utopia,9,,72,1,day0
11-02-2024,05,51,Utopia,940,4010,73,9,day0
11-02-2024,05,51,Utopia,940,5031,73,68,day0
11-02-2024,05,51,Utopia,941,2001,67,2,day0
11-02-2024,05,51,Utopia,941,2001,73,2301,day0
11-02-2024,05,51,Utopia,973,,73,71,day0
11-02-2024,05,51,Utopia,987,2001,72,8,day0
11-02-2024,05,51,Utopia,998,,67,444,day0
11-02-2024,05,52,Falcon,111,4012,73,79585,day0
11-02-2024,05,52,Falcon,123,2001,72,4,day0
11-02-2024,05,52,Falcon,23,,73,8,day0
11-02-2024,05,52,Falcon,372,2001,72,410,day0
11-02-2024,05,52,Falcon,372,,72,1,day0
11-02-2024,05,52,Falcon,6,,73,270,day0
11-02-2024,05,52,Falcon,9,,72,234,day0
11-02-2024,05,52,Falcon,938,2001,66,100,day0
11-02-2024,05,52,Falcon,940,4010,73,2,day0
11-02-2024,05,52,Falcon,940,5031,66,1,day0
11-02-2024,05,52,Falcon,940,5031,72,2,day0
11-02-2024,05,52,Falcon,940,5031,73,19,day0
11-02-2024,05,52,Falcon,941,2001,73,986,day0
11-02-2024,05,52,Falcon,973,,73,62,day0
11-02-2024,05,52,Falcon,987,2001,72,411,day0
11-02-2024,05,69,Fortumo,111,4012,68,11,day0
11-02-2024,05,69,Fortumo,715,,67,1,day0
11-02-2024,05,69,Fortumo,940,5030,67,2,day0
11-02-2024,05,69,Fortumo,941,2001,67,23,day0
11-02-2024,05,69,Fortumo,949,2001,68,9,day0
11-02-2024,05,70,Opera,363,,67,1,day0
11-02-2024,05,74,Codapay,111,4012,68,8,day0
11-02-2024,05,74,Codapay,715,,67,4,day0
11-02-2024,05,74,Codapay,938,2001,66,5,day0
11-02-2024,05,74,Codapay,941,2001,67,107,day0
11-02-2024,05,74,Codapay,949,2001,68,38,day0
11-02-2024,05,76,Line,111,4012,68,1,day0
11-02-2024,05,76,Line,949,2001,68,13,day0
11-02-2024,05,77,Celltick_Project,111,4012,73,104365,day0
11-02-2024,05,77,Celltick_Project,23,,73,132,day0
11-02-2024,05,77,Celltick_Project,41,,67,1,day0
11-02-2024,05,77,Celltick_Project,6,,73,409,day0
11-02-2024,05,77,Celltick_Project,9,,72,2,day0
11-02-2024,05,77,Celltick_Project,938,2001,66,10,day0
11-02-2024,05,77,Celltick_Project,940,4010,73,8,day0
11-02-2024,05,77,Celltick_Project,940,5031,73,62,day0
11-02-2024,05,77,Celltick_Project,941,2001,73,2468,day0
11-02-2024,05,77,Celltick_Project,973,,73,42,day0
11-02-2024,05,78,NetM_GooglePlay,111,4012,68,10298,day0
11-02-2024,05,78,NetM_GooglePlay,938,2001,66,177,day0
11-02-2024,05,78,NetM_GooglePlay,940,5031,66,3,day0
11-02-2024,05,78,NetM_GooglePlay,941,2001,67,171,day0
11-02-2024,05,78,NetM_GooglePlay,948,4010,68,1,day0
11-02-2024,05,78,NetM_GooglePlay,948,5031,68,43,day0
11-02-2024,05,78,NetM_GooglePlay,949,2001,68,168,day0
11-02-2024,05,93,Braincode,813,,66,1,day0
11-02-2024,06,100,MitraComm Ekasarana,111,4012,67,1257,day0
11-02-2024,06,100,MitraComm Ekasarana,41,,67,8,day0
11-02-2024,06,100,MitraComm Ekasarana,938,2001,66,1,day0
11-02-2024,06,100,MitraComm Ekasarana,940,4010,67,17,day0
11-02-2024,06,100,MitraComm Ekasarana,940,4012,66,2,day0
11-02-2024,06,100,MitraComm Ekasarana,940,5030,67,253,day0
11-02-2024,06,100,MitraComm Ekasarana,940,5031,67,8,day0
11-02-2024,06,100,MitraComm Ekasarana,941,2001,67,304,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,111,4012,67,243,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,938,2001,66,284,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,940,4012,66,280,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,940,5030,67,1,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,940,5031,66,1,day0
11-02-2024,06,107,SPRINT_Strata Prima Internusa,941,2001,67,336,day0
11-02-2024,06,110,Jatis Mobile,111,4012,67,3,day0
11-02-2024,06,110,Jatis Mobile,938,2001,66,12,day0
11-02-2024,06,110,Jatis Mobile,941,2001,67,11,day0
11-02-2024,06,114,SaktiMobile,111,4012,73,545,day0
11-02-2024,06,114,SaktiMobile,23,,73,11293,day0
11-02-2024,06,114,SaktiMobile,6,,73,30,day0
11-02-2024,06,114,SaktiMobile,940,5031,73,6,day0
11-02-2024,06,114,SaktiMobile,941,2001,73,14,day0
11-02-2024,06,114,SaktiMobile,973,,73,1,day0
11-02-2024,06,134,Artajasa,940,4012,66,3,day0
11-02-2024,06,137,Infinetworks CIMB Niaga,111,4012,67,26,day0
11-02-2024,06,137,Infinetworks CIMB Niaga,938,2001,66,17,day0
11-02-2024,06,137,Infinetworks CIMB Niaga,940,4012,66,7,day0
11-02-2024,06,137,Infinetworks CIMB Niaga,940,5030,67,2,day0
11-02-2024,06,137,Infinetworks CIMB Niaga,941,2001,67,35,day0
11-02-2024,06,139,Macrokiosk,938,2001,66,2,day0
11-02-2024,06,139,Macrokiosk,941,2001,73,2,day0
11-02-2024,06,152,Kreasi Media Karya_KMK,111,4012,67,3,day0
11-02-2024,06,152,Kreasi Media Karya_KMK,938,2001,66,3,day0
11-02-2024,06,153,Global Media Solusi,23,,73,300,day0
11-02-2024,06,154,GENFLIX,111,4012,73,1116,day0
11-02-2024,06,154,GENFLIX,6,,73,5,day0
11-02-2024,06,154,GENFLIX,938,2001,66,27,day0
11-02-2024,06,154,GENFLIX,941,2001,73,2636,day0
11-02-2024,06,154,GENFLIX,973,,73,511,day0
11-02-2024,06,156,Emobile,111,4012,67,108,day0
11-02-2024,06,156,Emobile,601,503,66,1,day0
11-02-2024,06,156,Emobile,601,,66,12,day0
11-02-2024,06,156,Emobile,938,2001,66,35,day0
11-02-2024,06,156,Emobile,940,4012,66,38,day0
11-02-2024,06,156,Emobile,940,5030,67,5,day0
11-02-2024,06,156,Emobile,941,2001,67,111,day0
11-02-2024,06,164,Era Digital Media,111,4012,73,188878,day0
11-02-2024,06,164,Era Digital Media,23,,73,15,day0
11-02-2024,06,164,Era Digital Media,372,2001,72,2,day0
11-02-2024,06,164,Era Digital Media,6,,73,716,day0
11-02-2024,06,164,Era Digital Media,9,,72,18,day0
11-02-2024,06,164,Era Digital Media,938,2001,66,6,day0
11-02-2024,06,164,Era Digital Media,940,4010,73,11,day0
11-02-2024,06,164,Era Digital Media,940,5031,73,142,day0
11-02-2024,06,164,Era Digital Media,941,2001,73,4211,day0
11-02-2024,06,164,Era Digital Media,973,,73,2920,day0
11-02-2024,06,164,Era Digital Media,987,2001,72,2,day0
11-02-2024,06,166,Yatta Eracipta Solusi,111,4012,73,18599,day0
11-02-2024,06,166,Yatta Eracipta Solusi,23,,73,281,day0
11-02-2024,06,166,Yatta Eracipta Solusi,6,,73,56,day0
11-02-2024,06,166,Yatta Eracipta Solusi,938,2001,66,4,day0
11-02-2024,06,166,Yatta Eracipta Solusi,940,4010,73,2,day0
11-02-2024,06,166,Yatta Eracipta Solusi,940,5031,73,11,day0
11-02-2024,06,166,Yatta Eracipta Solusi,941,2001,73,110,day0
11-02-2024,06,166,Yatta Eracipta Solusi,973,,73,37,day0
11-02-2024,06,171,Forest Indo Niaga,111,4012,73,35885,day0
11-02-2024,06,171,Forest Indo Niaga,23,,73,675,day0
11-02-2024,06,171,Forest Indo Niaga,6,,73,155,day0
11-02-2024,06,171,Forest Indo Niaga,940,4010,73,14,day0
11-02-2024,06,171,Forest Indo Niaga,940,5031,73,10,day0
11-02-2024,06,171,Forest Indo Niaga,941,2001,73,337,day0
11-02-2024,06,171,Forest Indo Niaga,973,,73,142,day0
11-02-2024,06,178,Saharjo enam sembilan,111,4012,73,1708,day0
11-02-2024,06,178,Saharjo enam sembilan,23,,73,14154,day0
11-02-2024,06,178,Saharjo enam sembilan,6,,73,142,day0
11-02-2024,06,178,Saharjo enam sembilan,940,4010,73,1,day0
11-02-2024,06,178,Saharjo enam sembilan,940,5031,66,1,day0
11-02-2024,06,178,Saharjo enam sembilan,940,5031,73,18,day0
11-02-2024,06,178,Saharjo enam sembilan,941,2001,73,73,day0
11-02-2024,06,178,Saharjo enam sembilan,973,,73,18,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,111,4012,73,21948,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,23,,73,270,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,6,,73,74,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,938,2001,66,1,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,940,4010,73,1,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,940,5031,66,1,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,940,5031,73,7,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,941,2001,73,206,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,973,,73,13,day0
11-02-2024,06,187,Sinergi Bestama Indonesia,991,,73,12,day0
11-02-2024,06,191,Digital HUB Accenture,938,2001,66,19,day0
11-02-2024,06,191,Digital HUB Accenture,941,2001,67,28,day0
11-02-2024,06,193,PT Festival Digital Nusantara,111,4012,67,1,day0
11-02-2024,06,193,PT Festival Digital Nusantara,111,4012,73,734,day0
11-02-2024,06,193,PT Festival Digital Nusantara,23,,73,1,day0
11-02-2024,06,193,PT Festival Digital Nusantara,938,2001,66,22,day0
11-02-2024,06,193,PT Festival Digital Nusantara,940,5031,73,1,day0
11-02-2024,06,193,PT Festival Digital Nusantara,941,2001,67,2,day0
11-02-2024,06,193,PT Festival Digital Nusantara,941,2001,73,1825,day0
11-02-2024,06,193,PT Festival Digital Nusantara,973,,73,459,day0
11-02-2024,06,198,VIU,941,2001,67,276,day0
11-02-2024,06,200,PT. Distribution Oriented Technologies,938,2001,66,1,day0
11-02-2024,06,206,LinkIT_360,111,4012,73,72005,day0
11-02-2024,06,206,LinkIT_360,23,,73,447,day0
11-02-2024,06,206,LinkIT_360,372,2001,72,1,day0
11-02-2024,06,206,LinkIT_360,6,,73,11,day0
11-02-2024,06,206,LinkIT_360,9,,72,2,day0
11-02-2024,06,206,LinkIT_360,938,2001,66,6,day0
11-02-2024,06,206,LinkIT_360,940,4010,73,1,day0
11-02-2024,06,206,LinkIT_360,940,5031,73,34,day0
11-02-2024,06,206,LinkIT_360,941,2001,73,180,day0
11-02-2024,06,206,LinkIT_360,987,2001,72,1,day0
11-02-2024,06,210,PT Metrane,111,4012,68,169,day0
11-02-2024,06,210,PT Metrane,601,,66,18,day0
11-02-2024,06,210,PT Metrane,938,2001,66,515,day0
11-02-2024,06,210,PT Metrane,941,2001,67,585,day0
11-02-2024,06,210,PT Metrane,949,2001,68,362,day0
11-02-2024,06,237,Redision,941,2001,67,1,day0
11-02-2024,06,239,GMS AG (bulk),938,2001,66,2928,day0
11-02-2024,06,239,GMS AG (bulk),940,5030,66,49,day0
11-02-2024,06,239,GMS AG (bulk),940,5031,66,73,day0
11-02-2024,06,240,Monty Mobile (bulk),938,2001,66,134,day0
11-02-2024,06,242,BPJS,111,4012,67,22,day0
11-02-2024,06,242,BPJS,940,5030,67,1,day0
11-02-2024,06,242,BPJS,941,2001,67,36,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,111,4012,73,620,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,123,2001,72,2,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,23,,73,152389,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,372,,72,1,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,6,,73,5,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,601,,66,1,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,940,5031,73,4,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,941,2001,73,2,day0
11-02-2024,06,250,PT. Gloria Viva Nusantara,987,2001,72,1,day0
11-02-2024,06,251,PCCW Vuclip VIU,111,4012,67,4,day0
11-02-2024,06,251,PCCW Vuclip VIU,941,2001,67,1,day0
11-02-2024,06,252,SahabatMudaKreatif,111,4012,73,63001,day0
11-02-2024,06,252,SahabatMudaKreatif,23,,73,47,day0
11-02-2024,06,252,SahabatMudaKreatif,372,2001,72,3,day0
11-02-2024,06,252,SahabatMudaKreatif,6,,73,3,day0
11-02-2024,06,252,SahabatMudaKreatif,9,,72,4,day0
11-02-2024,06,252,SahabatMudaKreatif,938,2001,66,4,day0
11-02-2024,06,252,SahabatMudaKreatif,940,5031,73,16,day0
11-02-2024,06,252,SahabatMudaKreatif,941,2001,73,166,day0
11-02-2024,06,252,SahabatMudaKreatif,973,,73,51,day0
11-02-2024,06,252,SahabatMudaKreatif,987,2001,72,3,day0
11-02-2024,06,254,8Elements,111,4012,73,1,day0
11-02-2024,06,254,8Elements,372,2001,72,1,day0
11-02-2024,06,254,8Elements,938,2001,66,6,day0
11-02-2024,06,254,8Elements,941,2001,67,1,day0
11-02-2024,06,254,8Elements,941,2001,73,14,day0
11-02-2024,06,254,8Elements,987,2001,72,1,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,111,4012,73,10540,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,6,,73,77,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,940,4010,73,2,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,940,5031,73,13,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,941,2001,73,17,day0
11-02-2024,06,257,PT. Aman Devloop Indonesia,973,,73,1,day0
11-02-2024,06,258,Hypermind,111,4012,73,28062,day0
11-02-2024,06,258,Hypermind,6,,73,335,day0
11-02-2024,06,258,Hypermind,940,4010,73,5,day0
11-02-2024,06,258,Hypermind,940,5031,73,29,day0
11-02-2024,06,258,Hypermind,941,2001,73,523,day0
11-02-2024,06,262,PT Milenial Nusantara Citra,111,4012,73,9,day0
11-02-2024,06,262,PT Milenial Nusantara Citra,23,,73,2,day0
11-02-2024,06,262,PT Milenial Nusantara Citra,601,,66,2,day0
11-02-2024,06,262,PT Milenial Nusantara Citra,941,2001,73,23,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,111,4012,73,84704,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,23,,73,32,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,6,,73,795,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,940,4010,73,17,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,940,5031,73,78,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,941,2001,73,778,day0
11-02-2024,06,263,Artha_Ghani_Sempurna,973,,73,873,day0
11-02-2024,06,2836,Terminal Kreasi Nusantara,111,4012,73,75,day0
11-02-2024,06,2836,Terminal Kreasi Nusantara,23,,73,882,day0
11-02-2024,06,2836,Terminal Kreasi Nusantara,941,2001,73,1,day0
11-02-2024,06,2895,KEE_Digital,111,4012,73,69,day0
11-02-2024,06,2895,KEE_Digital,372,2001,72,73,day0
11-02-2024,06,2895,KEE_Digital,6,,73,1,day0
11-02-2024,06,2895,KEE_Digital,9,,72,28,day0
11-02-2024,06,2895,KEE_Digital,941,2001,73,178,day0
11-02-2024,06,2895,KEE_Digital,987,2001,72,73,day0
11-02-2024,06,2915,18 Box Media,111,4012,73,52999,day0
11-02-2024,06,2915,18 Box Media,23,,73,541,day0
11-02-2024,06,2915,18 Box Media,372,2001,72,8,day0
11-02-2024,06,2915,18 Box Media,6,,73,4,day0
11-02-2024,06,2915,18 Box Media,9,,72,1,day0
11-02-2024,06,2915,18 Box Media,940,5031,73,101,day0
11-02-2024,06,2915,18 Box Media,941,2001,73,215,day0
11-02-2024,06,2915,18 Box Media,973,,73,171,day0
11-02-2024,06,2915,18 Box Media,987,2001,72,8,day0
11-02-2024,06,42,Access Mobile,938,2001,66,19,day0
11-02-2024,06,42,Access Mobile,940,5030,67,1,day0
11-02-2024,06,42,Access Mobile,941,2001,67,43,day0
11-02-2024,06,50,Triyakom,111,4012,67,5,day0
11-02-2024,06,50,Triyakom,111,4012,68,1,day0
11-02-2024,06,50,Triyakom,111,4012,73,101837,day0
11-02-2024,06,50,Triyakom,123,2001,72,32,day0
11-02-2024,06,50,Triyakom,372,2001,72,54,day0
11-02-2024,06,50,Triyakom,6,,73,341,day0
11-02-2024,06,50,Triyakom,9,,72,29,day0
11-02-2024,06,50,Triyakom,938,2001,66,43,day0
11-02-2024,06,50,Triyakom,940,4010,73,6,day0
11-02-2024,06,50,Triyakom,940,5030,67,1,day0
11-02-2024,06,50,Triyakom,940,5031,73,43,day0
11-02-2024,06,50,Triyakom,941,2001,67,127,day0
11-02-2024,06,50,Triyakom,941,2001,73,2483,day0
11-02-2024,06,50,Triyakom,949,2001,68,16,day0
11-02-2024,06,50,Triyakom,973,,73,553,day0
11-02-2024,06,50,Triyakom,987,2001,72,54,day0
11-02-2024,06,51,Utopia,111,4012,73,150909,day0
11-02-2024,06,51,Utopia,23,,73,7013,day0
11-02-2024,06,51,Utopia,372,2001,72,7,day0
11-02-2024,06,51,Utopia,6,,73,415,day0
11-02-2024,06,51,Utopia,9,,72,4,day0
11-02-2024,06,51,Utopia,940,4010,73,12,day0
11-02-2024,06,51,Utopia,940,5031,73,90,day0
11-02-2024,06,51,Utopia,941,2001,67,1,day0
11-02-2024,06,51,Utopia,941,2001,73,1587,day0
11-02-2024,06,51,Utopia,973,,73,87,day0
11-02-2024,06,51,Utopia,987,2001,72,7,day0
11-02-2024,06,51,Utopia,998,,67,211,day0
11-02-2024,06,52,Falcon,111,4012,73,252139,day0
11-02-2024,06,52,Falcon,123,2001,72,4,day0
11-02-2024,06,52,Falcon,23,,73,20,day0
11-02-2024,06,52,Falcon,372,2001,72,505,day0
11-02-2024,06,52,Falcon,372,,72,1,day0
11-02-2024,06,52,Falcon,6,,73,893,day0
11-02-2024,06,52,Falcon,9,,72,333,day0
11-02-2024,06,52,Falcon,938,2001,66,113,day0
11-02-2024,06,52,Falcon,940,4010,73,5,day0
11-02-2024,06,52,Falcon,940,5030,72,2,day0
11-02-2024,06,52,Falcon,940,5031,72,11,day0
11-02-2024,06,52,Falcon,940,5031,73,69,day0
11-02-2024,06,52,Falcon,941,2001,73,2335,day0
11-02-2024,06,52,Falcon,973,,73,365,day0
11-02-2024,06,52,Falcon,987,2001,72,506,day0
11-02-2024,06,69,Fortumo,111,4012,68,7,day0
11-02-2024,06,69,Fortumo,715,,67,3,day0
11-02-2024,06,69,Fortumo,938,2001,66,3,day0
11-02-2024,06,69,Fortumo,941,2001,67,33,day0
11-02-2024,06,69,Fortumo,949,2001,68,15,day0
11-02-2024,06,70,Opera,111,4012,73,98,day0
11-02-2024,06,70,Opera,123,2001,72,2,day0
11-02-2024,06,70,Opera,23,,73,1,day0
11-02-2024,06,70,Opera,6,,73,1,day0
11-02-2024,06,70,Opera,998,,67,1,day0
11-02-2024,06,74,Codapay,111,4012,68,19,day0
11-02-2024,06,74,Codapay,715,,67,10,day0
11-02-2024,06,74,Codapay,938,2001,66,2,day0
11-02-2024,06,74,Codapay,940,5030,67,6,day0
11-02-2024,06,74,Codapay,941,2001,67,243,day0
11-02-2024,06,74,Codapay,949,2001,68,95,day0
11-02-2024,06,76,Line,111,4012,68,1,day0
