
"CDRDATE","CP_NAME","CPID","ACCESSFLAG","BASICCAUSE","INTERNALCAUSE","REVENUE","TOTAL"
"2023-11-12 14:47","Triyakom","50","66","938","2001",0,5
"2023-11-12 14:47","Triyakom","50","67","111","4012",0,1
"2023-11-12 14:47","Triyakom","50","67","940","5030",0,16
"2023-11-12 14:47","Triyakom","50","67","941","2001",0,351
"2023-11-12 14:47","Triyakom","50","68","949","2001",5000,1
"2023-11-12 14:47","Triyakom","50","72","372","2001",0,6
"2023-11-12 14:47","Triyakom","50","72","9",,0,1
"2023-11-12 14:47","Triyakom","50","72","987","2001",0,6
"2023-11-12 14:47","Triyakom","50","73","111","4012",0,668
"2023-11-12 14:47","Triyakom","50","73","6",,3604,4
"2023-11-12 14:47","Triyakom","50","73","941","2001",34733,38
"2023-11-12 14:47","Triyakom","50","73","973",,2703,3
"2023-11-12 14:47","Utopia","51","72","372","2001",0,1
"2023-11-12 14:47","Utopia","51","72","987","2001",0,1
"2023-11-12 14:47","Utopia","51","73","111","4012",0,3132
"2023-11-12 14:47","Utopia","51","73","23",,56925,115
"2023-11-12 14:47","Utopia","51","73","6",,5940,12
"2023-11-12 14:47","Utopia","51","73","940","5031",0,1
"2023-11-12 14:47","Utopia","51","73","941","2001",5985,9
"2023-11-12 14:47","Utopia","51","73","973",,495,1
"2023-11-12 14:47","Utopia","51","73","991",,7830,15
"2023-11-12 14:47","Falcon","52","66","938","2001",0,4
"2023-11-12 14:47","Falcon","52","72","372","2001",0,13
"2023-11-12 14:47","Falcon","52","72","9",,0,9
"2023-11-12 14:47","Falcon","52","72","987","2001",0,13
"2023-11-12 14:47","Falcon","52","73","111","4012",0,2052
"2023-11-12 14:47","Falcon","52","73","6",,3964,4
"2023-11-12 14:47","Falcon","52","73","941","2001",79280,102
"2023-11-12 14:47","Fortumo","69","67","941","2001",0,1
"2023-11-12 14:47","Fortumo","69","68","111","4012",0,3
"2023-11-12 14:47","Codapay","74","67","940","4010",0,2
"2023-11-12 14:47","Codapay","74","67","941","2001",0,25
"2023-11-12 14:47","Codapay","74","68","111","4012",0,2
"2023-11-12 14:47","Codapay","74","68","949","2001",60388,12
"2023-11-12 14:47","Line","76","68","111","4012",0,1
"2023-11-12 14:47","Line","76","68","949","2001",4504,1
"2023-11-12 14:47","Celltick_Project","77","72","372","2001",0,3
"2023-11-12 14:47","Celltick_Project","77","72","9",,0,1
"2023-11-12 14:47","Celltick_Project","77","72","987","2001",0,3
"2023-11-12 14:47","Celltick_Project","77","73","111","4012",0,845
"2023-11-12 14:47","Celltick_Project","77","73","23",,7208,8
"2023-11-12 14:47","Celltick_Project","77","73","6",,3604,4
"2023-11-12 14:47","Celltick_Project","77","73","941","2001",12614,20
"2023-11-12 14:47","Celltick_Project","77","73","973",,14416,16
"2023-11-12 14:47","NetM_GooglePlay","78","66","938","2001",0,12
"2023-11-12 14:47","NetM_GooglePlay","78","67","941","2001",0,16
"2023-11-12 14:47","NetM_GooglePlay","78","68","111","4012",0,170
"2023-11-12 14:47","NetM_GooglePlay","78","68","948","4010",0,1
"2023-11-12 14:47","NetM_GooglePlay","78","68","949","2001",234268,16
"2023-11-12 14:48","MitraComm Ekasarana","100","67","111","4012",0,47
"2023-11-12 14:48","MitraComm Ekasarana","100","67","41",,800,1
"2023-11-12 14:48","MitraComm Ekasarana","100","67","940","4010",0,1
"2023-11-12 14:48","MitraComm Ekasarana","100","67","940","5030",0,10
"2023-11-12 14:48","MitraComm Ekasarana","100","67","940","5031",0,1
"2023-11-12 14:48","MitraComm Ekasarana","100","67","941","2001",10400,13
"2023-11-12 14:48","SPRINT_Strata Prima Internusa","107","66","938","2001",2500,5
"2023-11-12 14:48","SPRINT_Strata Prima Internusa","107","66","940","4012",0,3
"2023-11-12 14:48","SPRINT_Strata Prima Internusa","107","67","111","4012",0,26
"2023-11-12 14:48","SPRINT_Strata Prima Internusa","107","67","940","4010",0,1
"2023-11-12 14:48","SPRINT_Strata Prima Internusa","107","67","941","2001",15000,20
"2023-11-12 14:48","Artajasa","134","67","941","2001",600,1
"2023-11-12 14:48","Infinetworks CIMB Niaga","137","66","940","4012",0,1
"2023-11-12 14:48","Infinetworks CIMB Niaga","137","67","941","2001",600,1
"2023-11-12 14:48","Emobile","156","67","111","4012",0,4
"2023-11-12 14:48","Emobile","156","67","941","2001",800,1
"2023-11-12 14:48","Era Digital Media","164","66","938","2001",0,1
"2023-11-12 14:48","Era Digital Media","164","72","372","2001",0,7
"2023-11-12 14:48","Era Digital Media","164","72","9",,0,1
"2023-11-12 14:48","Era Digital Media","164","72","987","2001",0,7
"2023-11-12 14:48","Era Digital Media","164","73","111","4012",0,3206
"2023-11-12 14:48","Era Digital Media","164","73","6",,14865,15
"2023-11-12 14:48","Era Digital Media","164","73","941","2001",39640,64
"2023-11-12 14:48","Era Digital Media","164","73","973",,13874,14
"2023-11-12 14:48","Yatta Eracipta Solusi","166","73","111","4012",0,369
"2023-11-12 14:48","Yatta Eracipta Solusi","166","73","23",,19820,10
"2023-11-12 14:48","Yatta Eracipta Solusi","166","73","6",,5946,3
"2023-11-12 14:48","Yatta Eracipta Solusi","166","73","941","2001",9910,5
"2023-11-12 14:48","Forest Indo Niaga","171","73","111","4012",0,405
"2023-11-12 14:48","Forest Indo Niaga","171","73","941","2001",1982,1
"2023-11-12 14:48","Forest Indo Niaga","171","73","973",,11892,6
"2023-11-12 14:48","Sinergi Bestama Indonesia","187","73","111","4012",0,177
"2023-11-12 14:48","Sinergi Bestama Indonesia","187","73","941","2001",991,1
"2023-11-12 14:48","VIU","198","67","941","2001",0,15
"2023-11-12 14:48","LinkIT_360","206","73","111","4012",0,442
"2023-11-12 14:48","LinkIT_360","206","73","941","2001",5946,3
"2023-11-12 14:48","PT Metrane","210","67","941","2001",0,2
"2023-11-12 14:48","GMS AG (bulk)","239","66","938","2001",0,22
"2023-11-12 14:48","GMS AG (bulk)","239","66","940","5030",0,1
"2023-11-12 14:48","GMS AG (bulk)","239","66","940","5031",0,1
"2023-11-12 14:48","BPJS","242","67","111","4012",0,1
"2023-11-12 14:48","BPJS","242","67","940","5030",0,1
"2023-11-12 14:48","BPJS","242","67","941","2001",1388,4
"2023-11-12 14:48","SahabatMudaKreatif","252","73","111","4012",0,990
"2023-11-12 14:48","SahabatMudaKreatif","252","73","940","5031",0,1
"2023-11-12 14:48","8Elements","254","73","111","4012",0,298
"2023-11-12 14:48","8Elements","254","73","6",,2973,3
"2023-11-12 14:48","8Elements","254","73","941","2001",9910,10
"2023-11-12 14:48","PT. Aman Devloop Indonesia","257","73","111","4012",0,151
"2023-11-12 14:48","PT. Aman Devloop Indonesia","257","73","991",,187299,189
"2023-11-12 14:48","Telesat_System_Integrator","261","73","111","4012",0,9
"2023-11-12 14:48","Telesat_System_Integrator","261","73","23",,991,1
"2023-11-12 14:48","KEE_Digital","2895","72","372","2001",0,1
"2023-11-12 14:48","KEE_Digital","2895","72","987","2001",0,1
"2023-11-12 14:48","KEE_Digital","2895","73","111","4012",0,232
"2023-11-12 14:48","KEE_Digital","2895","73","941","2001",12600,17
"2023-11-12 14:48","18 Box Media","2915","72","372","2001",0,1
"2023-11-12 14:48","18 Box Media","2915","72","987","2001",0,1
"2023-11-12 14:48","Triyakom","50","66","938","2001",0,1
"2023-11-12 14:48","Triyakom","50","67","111","4012",0,1
"2023-11-12 14:48","Triyakom","50","67","940","5030",0,18
"2023-11-12 14:48","Triyakom","50","67","941","2001",0,346
"2023-11-12 14:48","Triyakom","50","68","949","2001",8000,2
"2023-11-12 14:48","Triyakom","50","72","372","2001",0,4
"2023-11-12 14:48","Triyakom","50","72","9",,0,1
"2023-11-12 14:48","Triyakom","50","72","987","2001",0,4
"2023-11-12 14:48","Triyakom","50","73","111","4012",0,664
"2023-11-12 14:48","Triyakom","50","73","6",,2703,3
"2023-11-12 14:48","Triyakom","50","73","941","2001",34931,38
"2023-11-12 14:48","Triyakom","50","73","973",,6307,7
"2023-11-12 14:48","Utopia","51","73","111","4012",0,1931
"2023-11-12 14:48","Utopia","51","73","23",,41580,84
"2023-11-12 14:48","Utopia","51","73","6",,2970,6
"2023-11-12 14:48","Utopia","51","73","940","4010",0,1
"2023-11-12 14:48","Utopia","51","73","940","5031",0,2
"2023-11-12 14:48","Utopia","51","73","941","2001",3195,4
"2023-11-12 14:48","Utopia","51","73","973",,495,1
"2023-11-12 14:48","Utopia","51","73","991",,3870,7
"2023-11-12 14:48","Falcon","52","72","372","2001",0,2
"2023-11-12 14:48","Falcon","52","72","9",,0,1
"2023-11-12 14:48","Falcon","52","72","987","2001",0,2
"2023-11-12 14:48","Falcon","52","73","111","4012",0,2034
"2023-11-12 14:48","Falcon","52","73","23",,3964,1
"2023-11-12 14:48","Falcon","52","73","6",,4955,5
"2023-11-12 14:48","Falcon","52","73","940","5031",0,1
"2023-11-12 14:48","Falcon","52","73","941","2001",80271,100
"2023-11-12 14:48","Fortumo","69","67","941","2001",0,2
"2023-11-12 14:48","Fortumo","69","68","949","2001",2500,1
"2023-11-12 14:48","Codapay","74","67","941","2001",0,15
"2023-11-12 14:48","Codapay","74","68","949","2001",26964,3
"2023-11-12 14:48","Celltick_Project","77","73","111","4012",0,843
"2023-11-12 14:48","Celltick_Project","77","73","23",,9911,11
"2023-11-12 14:48","Celltick_Project","77","73","6",,3604,4
"2023-11-12 14:48","Celltick_Project","77","73","941","2001",17119,20
"2023-11-12 14:48","Celltick_Project","77","73","973",,6307,7
"2023-11-12 14:48","NetM_GooglePlay","78","66","938","2001",0,3
"2023-11-12 14:48","NetM_GooglePlay","78","67","941","2001",0,18
"2023-11-12 14:48","NetM_GooglePlay","78","68","111","4012",0,143
"2023-11-12 14:48","NetM_GooglePlay","78","68","948","5031",0,1
"2023-11-12 14:48","NetM_GooglePlay","78","68","949","2001",141541,12
"2023-11-12 14:49","MitraComm Ekasarana","100","67","111","4012",0,52
"2023-11-12 14:49","MitraComm Ekasarana","100","67","940","4010",0,1
"2023-11-12 14:49","MitraComm Ekasarana","100","67","940","5030",0,5
"2023-11-12 14:49","MitraComm Ekasarana","100","67","941","2001",11200,14
"2023-11-12 14:49","SPRINT_Strata Prima Internusa","107","66","938","2001",4500,9
"2023-11-12 14:49","SPRINT_Strata Prima Internusa","107","66","940","4012",0,4
"2023-11-12 14:49","SPRINT_Strata Prima Internusa","107","67","111","4012",0,21
"2023-11-12 14:49","SPRINT_Strata Prima Internusa","107","67","941","2001",19000,25
"2023-11-12 14:49","Infinetworks CIMB Niaga","137","66","938","2001",450,1
"2023-11-12 14:49","Emobile","156","66","601",,0,1
"2023-11-12 14:49","Emobile","156","67","111","4012",0,2
"2023-11-12 14:49","Emobile","156","67","941","2001",1200,2
"2023-11-12 14:49","Era Digital Media","164","72","372","2001",0,10
"2023-11-12 14:49","Era Digital Media","164","72","9",,0,5
"2023-11-12 14:49","Era Digital Media","164","72","940","5031",0,1
"2023-11-12 14:49","Era Digital Media","164","72","987","2001",0,10
"2023-11-12 14:49","Era Digital Media","164","73","111","4012",0,3106
"2023-11-12 14:49","Era Digital Media","164","73","6",,20811,21
"2023-11-12 14:49","Era Digital Media","164","73","940","4010",0,1
"2023-11-12 14:49","Era Digital Media","164","73","941","2001",36667,69
"2023-11-12 14:49","Era Digital Media","164","73","973",,37658,38
"2023-11-12 14:49","Yatta Eracipta Solusi","166","73","111","4012",0,337
"2023-11-12 14:49","Yatta Eracipta Solusi","166","73","23",,27748,14
"2023-11-12 14:49","Yatta Eracipta Solusi","166","73","941","2001",1982,1
"2023-11-12 14:49","Forest Indo Niaga","171","73","111","4012",0,300
"2023-11-12 14:49","Forest Indo Niaga","171","73","941","2001",1982,1
"2023-11-12 14:49","Forest Indo Niaga","171","73","973",,5946,3
"2023-11-12 14:49","Sinergi Bestama Indonesia","187","73","111","4012",0,190
"2023-11-12 14:49","Sinergi Bestama Indonesia","187","73","6",,2973,3
"2023-11-12 14:49","Sinergi Bestama Indonesia","187","73","941","2001",1982,2
"2023-11-12 14:49","PT. Panen Kita Mandiri","188","73","941","2001",0,1
"2023-11-12 14:49","VIU","198","67","941","2001",0,21
"2023-11-12 14:49","LinkIT_360","206","73","111","4012",0,389
"2023-11-12 14:49","LinkIT_360","206","73","941","2001",1982,1
"2023-11-12 14:49","PT Metrane","210","67","941","2001",0,3
"2023-11-12 14:49","GMS AG (bulk)","239","66","938","2001",0,28
"2023-11-12 14:49","Monty Mobile (bulk)","240","66","938","2001",0,2
"2023-11-12 14:49","BPJS","242","67","111","4012",0,5
"2023-11-12 14:49","BPJS","242","67","940","5030",0,1
"2023-11-12 14:49","BPJS","242","67","941","2001",694,2
"2023-11-12 14:49","SahabatMudaKreatif","252","73","111","4012",0,993
"2023-11-12 14:49","SahabatMudaKreatif","252","73","940","5031",0,1
"2023-11-12 14:49","SahabatMudaKreatif","252","73","941","2001",1982,1
"2023-11-12 14:49","8Elements","254","73","111","4012",0,336
"2023-11-12 14:49","8Elements","254","73","23",,1982,2
"2023-11-12 14:49","8Elements","254","73","6",,1982,2
"2023-11-12 14:49","8Elements","254","73","941","2001",9910,10
"2023-11-12 14:49","8Elements","254","73","973",,991,1
"2023-11-12 14:49","PT. Aman Devloop Indonesia","257","73","111","4012",0,160
"2023-11-12 14:49","PT. Aman Devloop Indonesia","257","73","6",,2973,3
"2023-11-12 14:49","PT. Aman Devloop Indonesia","257","73","941","2001",0,1
"2023-11-12 14:49","PT. Aman Devloop Indonesia","257","73","973",,991,1
"2023-11-12 14:49","PT. Aman Devloop Indonesia","257","73","991",,168470,170
"2023-11-12 14:49","Telesat_System_Integrator","261","73","111","4012",0,12
"2023-11-12 14:49","Artha_Ghani_Sempurna","263","73","111","4012",0,75
"2023-11-12 14:49","18 Box Media","2915","73","111","4012",0,564
"2023-11-12 14:49","18 Box Media","2915","73","23",,3962,2
"2023-11-12 14:49","18 Box Media","2915","73","940","5031",0,41
"2023-11-12 14:49","18 Box Media","2915","73","941","2001",1981,6
"2023-11-12 14:49","Access Mobile","42","67","941","2001",0,1
"2023-11-12 14:49","Triyakom","50","66","938","2001",0,2
"2023-11-12 14:49","Triyakom","50","67","111","4012",0,1
"2023-11-12 14:49","Triyakom","50","67","940","5030",0,17
"2023-11-12 14:49","Triyakom","50","67","941","2001",0,346
"2023-11-12 14:49","Triyakom","50","72","372","2001",0,2
"2023-11-12 14:49","Triyakom","50","72","987","2001",0,2
"2023-11-12 14:49","Triyakom","50","73","111","4012",0,673
"2023-11-12 14:49","Triyakom","50","73","6",,2703,3
"2023-11-12 14:49","Triyakom","50","73","941","2001",31327,34
"2023-11-12 14:49","Triyakom","50","73","973",,4505,5
"2023-11-12 14:49","Utopia","51","73","111","4012",0,1965
"2023-11-12 14:49","Utopia","51","73","23",,55935,113
"2023-11-12 14:49","Utopia","51","73","6",,7470,11
"2023-11-12 14:49","Utopia","51","73","940","5031",0,2
"2023-11-12 14:49","Utopia","51","73","941","2001",9585,12
"2023-11-12 14:49","Utopia","51","73","973",,495,1
"2023-11-12 14:49","Utopia","51","73","991",,2475,5
"2023-11-12 14:49","Falcon","52","66","938","2001",0,1
"2023-11-12 14:49","Falcon","52","72","372","2001",0,5
"2023-11-12 14:49","Falcon","52","72","9",,0,2
"2023-11-12 14:49","Falcon","52","72","987","2001",0,5
"2023-11-12 14:49","Falcon","52","73","111","4012",0,2070
"2023-11-12 14:49","Falcon","52","73","6",,1982,2
"2023-11-12 14:49","Falcon","52","73","940","5031",0,1
"2023-11-12 14:49","Falcon","52","73","941","2001",68379,93
"2023-11-12 14:49","Fortumo","69","66","938","2001",0,1
"2023-11-12 14:49","Fortumo","69","67","941","2001",0,1
"2023-11-12 14:49","Fortumo","69","68","111","4012",0,2
"2023-11-12 14:49","Codapay","74","67","41",,0,1
"2023-11-12 14:49","Codapay","74","67","941","2001",0,21
"2023-11-12 14:49","Codapay","74","68","111","4012",0,1
"2023-11-12 14:49","Codapay","74","68","949","2001",46270,6
"2023-11-12 14:49","Celltick_Project","77","72","372","2001",0,2
"2023-11-12 14:49","Celltick_Project","77","72","940","5031",0,1
"2023-11-12 14:49","Celltick_Project","77","72","987","2001",0,2
"2023-11-12 14:49","Celltick_Project","77","73","111","4012",0,844
"2023-11-12 14:49","Celltick_Project","77","73","23",,20723,23
"2023-11-12 14:49","Celltick_Project","77","73","6",,1802,2
"2023-11-12 14:49","Celltick_Project","77","73","940","4010",0,1
"2023-11-12 14:49","Celltick_Project","77","73","941","2001",13515,18
"2023-11-12 14:49","Celltick_Project","77","73","973",,5406,6
"2023-11-12 14:49","NetM_GooglePlay","78","66","938","2001",0,2
"2023-11-12 14:49","NetM_GooglePlay","78","67","941","2001",0,12
"2023-11-12 14:49","NetM_GooglePlay","78","68","111","4012",0,86
"2023-11-12 14:49","NetM_GooglePlay","78","68","949","2001",31302,5
"2023-11-12 14:50","MitraComm Ekasarana","100","67","111","4012",0,50
"2023-11-12 14:50","MitraComm Ekasarana","100","67","940","4010",0,2
"2023-11-12 14:50","MitraComm Ekasarana","100","67","940","5030",0,8
"2023-11-12 14:50","MitraComm Ekasarana","100","67","940","5031",0,1
"2023-11-12 14:50","MitraComm Ekasarana","100","67","941","2001",12000,15
"2023-11-12 14:50","SPRINT_Strata Prima Internusa","107","66","938","2001",3000,6
"2023-11-12 14:50","SPRINT_Strata Prima Internusa","107","66","940","4012",0,6
"2023-11-12 14:50","SPRINT_Strata Prima Internusa","107","67","111","4012",0,20
"2023-11-12 14:50","SPRINT_Strata Prima Internusa","107","67","940","5030",0,1
"2023-11-12 14:50","SPRINT_Strata Prima Internusa","107","67","941","2001",20800,27
"2023-11-12 14:50","CP Nine Live","123","73","940","4010",0,1
"2023-11-12 14:50","Infinetworks CIMB Niaga","137","66","938","2001",450,1
"2023-11-12 14:50","Infinetworks CIMB Niaga","137","67","941","2001",800,1
"2023-11-12 14:50","Macrokiosk","139","73","941","2001",0,1
"2023-11-12 14:50","Emobile","156","66","601",,0,1
"2023-11-12 14:50","Emobile","156","67","111","4012",0,3
"2023-11-12 14:50","Emobile","156","67","941","2001",2000,3
"2023-11-12 14:50","Era Digital Media","164","72","372","2001",0,10
"2023-11-12 14:50","Era Digital Media","164","72","9",,0,3
"2023-11-12 14:50","Era Digital Media","164","72","987","2001",0,10
"2023-11-12 14:50","Era Digital Media","164","73","111","4012",0,2728
"2023-11-12 14:50","Era Digital Media","164","73","6",,6937,7
"2023-11-12 14:50","Era Digital Media","164","73","941","2001",23784,52
"2023-11-12 14:50","Era Digital Media","164","73","973",,33694,34
"2023-11-12 14:50","Yatta Eracipta Solusi","166","73","111","4012",0,218
"2023-11-12 14:50","Yatta Eracipta Solusi","166","73","23",,9910,5
"2023-11-12 14:50","Yatta Eracipta Solusi","166","73","6",,1982,1
"2023-11-12 14:50","Yatta Eracipta Solusi","166","73","940","5031",0,1
"2023-11-12 14:50","Yatta Eracipta Solusi","166","73","941","2001",13874,7
"2023-11-12 14:50","Forest Indo Niaga","171","73","111","4012",0,221
"2023-11-12 14:50","Forest Indo Niaga","171","73","941","2001",1982,1
"2023-11-12 14:50","Forest Indo Niaga","171","73","973",,9910,5
"2023-11-12 14:50","Sinergi Bestama Indonesia","187","73","111","4012",0,136
"2023-11-12 14:50","Sinergi Bestama Indonesia","187","73","941","2001",1982,3
"2023-11-12 14:50","Digital HUB Accenture","191","67","941","2001",0,1
"2023-11-12 14:50","VIU","198","67","941","2001",0,25
"2023-11-12 14:50","LinkIT_360","206","73","111","4012",0,115
"2023-11-12 14:50","LinkIT_360","206","73","973",,1982,1
"2023-11-12 14:50","GMS AG (bulk)","239","66","938","2001",0,40
"2023-11-12 14:50","Monty Mobile (bulk)","240","66","938","2001",0,3
"2023-11-12 14:50","BPJS","242","67","111","4012",0,4
"2023-11-12 14:50","BPJS","242","67","941","2001",1388,4
"2023-11-12 14:50","SahabatMudaKreatif","252","73","111","4012",0,992
"2023-11-12 14:50","SahabatMudaKreatif","252","73","941","2001",3964,2
"2023-11-12 14:50","8Elements","254","73","111","4012",0,91
"2023-11-12 14:50","8Elements","254","73","23",,1982,2
"2023-11-12 14:50","8Elements","254","73","941","2001",3964,4
"2023-11-12 14:50","PT. Aman Devloop Indonesia","257","73","111","4012",0,124
"2023-11-12 14:50","PT. Aman Devloop Indonesia","257","73","6",,1982,2
"2023-11-12 14:50","PT. Aman Devloop Indonesia","257","73","991",,71352,72
"2023-11-12 14:50","Telesat_System_Integrator","261","73","111","4012",0,15
"2023-11-12 14:50","Artha_Ghani_Sempurna","263","73","111","4012",0,571
"2023-11-12 14:50","Artha_Ghani_Sempurna","263","73","941","2001",991,1
"2023-11-12 14:50","18 Box Media","2915","73","111","4012",0,66
"2023-11-12 14:50","18 Box Media","2915","73","940","5031",0,7
"2023-11-12 14:50","Access Mobile","42","67","941","2001",0,1
"2023-11-12 14:50","Triyakom","50","66","938","2001",0,1
"2023-11-12 14:50","Triyakom","50","67","111","4012",0,1
"2023-11-12 14:50","Triyakom","50","67","940","5030",0,17
"2023-11-12 14:50","Triyakom","50","67","941","2001",0,350
"2023-11-12 14:50","Triyakom","50","68","949","2001",13000,2
"2023-11-12 14:50","Triyakom","50","72","372","2001",0,6
"2023-11-12 14:50","Triyakom","50","72","987","2001",0,6
"2023-11-12 14:50","Triyakom","50","73","111","4012",0,655
"2023-11-12 14:50","Triyakom","50","73","6",,1802,2
"2023-11-12 14:50","Triyakom","50","73","941","2001",43139,47
"2023-11-12 14:50","Triyakom","50","73","973",,5406,6
"2023-11-12 14:50","Utopia","51","72","372","2001",0,1
"2023-11-12 14:50","Utopia","51","72","987","2001",0,1
"2023-11-12 14:50","Utopia","51","73","111","4012",0,1943
"2023-11-12 14:50","Utopia","51","73","23",,51480,104
"2023-11-12 14:50","Utopia","51","73","6",,2970,6
"2023-11-12 14:50","Utopia","51","73","940","5031",0,1
"2023-11-12 14:50","Utopia","51","73","941","2001",2475,5
"2023-11-12 14:50","Utopia","51","73","973",,495,1
"2023-11-12 14:50","Utopia","51","73","991",,9859,11
"2023-11-12 14:50","Falcon","52","72","372","2001",0,5
"2023-11-12 14:50","Falcon","52","72","9",,0,2
"2023-11-12 14:50","Falcon","52","72","987","2001",0,5
"2023-11-12 14:50","Falcon","52","73","111","4012",0,2029
"2023-11-12 14:50","Falcon","52","73","6",,3964,4
"2023-11-12 14:50","Falcon","52","73","941","2001",78289,108
"2023-11-12 14:50","Fortumo","69","67","941","2001",0,1
"2023-11-12 14:50","Codapay","74","67","940","5030",0,2
"2023-11-12 14:50","Codapay","74","67","941","2001",0,17
"2023-11-12 14:50","Codapay","74","68","111","4012",0,2
"2023-11-12 14:50","Codapay","74","68","949","2001",45897,7
"2023-11-12 14:50","ZingMKUows","75","66","813",,0,1
"2023-11-12 14:50","Line","76","68","949","2001",9008,2
"2023-11-12 14:50","Celltick_Project","77","72","372","2001",0,1
"2023-11-12 14:50","Celltick_Project","77","72","987","2001",0,1
"2023-11-12 14:50","Celltick_Project","77","73","111","4012",0,828
"2023-11-12 14:50","Celltick_Project","77","73","23",,16218,18
"2023-11-12 14:50","Celltick_Project","77","73","6",,2703,3
"2023-11-12 14:50","Celltick_Project","77","73","941","2001",9911,14
"2023-11-12 14:50","Celltick_Project","77","73","973",,2703,3
"2023-11-12 14:50","NetM_GooglePlay","78","66","938","2001",0,1
"2023-11-12 14:50","NetM_GooglePlay","78","67","941","2001",0,11
"2023-11-12 14:50","NetM_GooglePlay","78","68","111","4012",0,81
"2023-11-12 14:50","NetM_GooglePlay","78","68","948","4010",0,1
"2023-11-12 14:50","NetM_GooglePlay","78","68","949","2001",188940,5
"2023-11-12 14:51","MitraComm Ekasarana","100","67","111","4012",0,50
"2023-11-12 14:51","MitraComm Ekasarana","100","67","940","4010",0,2
"2023-11-12 14:51","MitraComm Ekasarana","100","67","940","5030",0,15
"2023-11-12 14:51","MitraComm Ekasarana","100","67","941","2001",19200,24
"2023-11-12 14:51","SPRINT_Strata Prima Internusa","107","66","938","2001",3500,7
"2023-11-12 14:51","SPRINT_Strata Prima Internusa","107","66","940","4012",0,4
"2023-11-12 14:51","SPRINT_Strata Prima Internusa","107","67","111","4012",0,22
"2023-11-12 14:51","SPRINT_Strata Prima Internusa","107","67","941","2001",20000,26
"2023-11-12 14:51","Artajasa","134","67","941","2001",600,1
"2023-11-12 14:51","Infinetworks CIMB Niaga","137","67","111","4012",0,1
"2023-11-12 14:51","Emobile","156","67","111","4012",0,2
"2023-11-12 14:51","Emobile","156","67","941","2001",1400,2
"2023-11-12 14:51","Era Digital Media","164","66","938","2001",0,1
"2023-11-12 14:51","Era Digital Media","164","72","372","2001",0,10
"2023-11-12 14:51","Era Digital Media","164","72","987","2001",0,10
"2023-11-12 14:51","Era Digital Media","164","73","111","4012",0,2975
"2023-11-12 14:51","Era Digital Media","164","73","6",,27748,28
"2023-11-12 14:51","Era Digital Media","164","73","941","2001",52523,94
"2023-11-12 14:51","Era Digital Media","164","73","973",,18829,19
"2023-11-12 14:51","Yatta Eracipta Solusi","166","73","111","4012",0,291
"2023-11-12 14:51","Yatta Eracipta Solusi","166","73","23",,15856,8
"2023-11-12 14:51","Yatta Eracipta Solusi","166","73","941","2001",11892,6
"2023-11-12 14:51","Forest Indo Niaga","171","73","111","4012",0,292
"2023-11-12 14:51","Forest Indo Niaga","171","73","973",,13874,7
"2023-11-12 14:51","Sinergi Bestama Indonesia","187","73","111","4012",0,169
"2023-11-12 14:51","Sinergi Bestama Indonesia","187","73","6",,991,1
"2023-11-12 14:51","Sinergi Bestama Indonesia","187","73","941","2001",991,1
"2023-11-12 14:51","Digital HUB Accenture","191","67","941","2001",0,2
"2023-11-12 14:51","VIU","198","67","941","2001",0,26
"2023-11-12 14:51","PT Metrane","210","67","941","2001",0,3
"2023-11-12 14:51","GMS AG (bulk)","239","66","938","2001",0,45
"2023-11-12 14:51","GMS AG (bulk)","239","66","940","5030",0,1
"2023-11-12 14:51","Monty Mobile (bulk)","240","66","938","2001",0,2
"2023-11-12 14:51","BPJS","242","67","111","4012",0,3
"2023-11-12 14:51","BPJS","242","67","941","2001",1388,4
"2023-11-12 14:51","SahabatMudaKreatif","252","73","111","4012",0,980
"2023-11-12 14:51","SahabatMudaKreatif","252","73","6",,1982,1
"2023-11-12 14:51","SahabatMudaKreatif","252","73","940","5031",0,1
"2023-11-12 14:51","SahabatMudaKreatif","252","73","941","2001",3964,2
"2023-11-12 14:51","PT. Aman Devloop Indonesia","257","73","111","4012",0,256
"2023-11-12 14:51","PT. Aman Devloop Indonesia","257","73","6",,991,1
"2023-11-12 14:51","PT. Aman Devloop Indonesia","257","73","941","2001",991,1
"2023-11-12 14:51","PT. Aman Devloop Indonesia","257","73","973",,1982,2
"2023-11-12 14:51","PT. Aman Devloop Indonesia","257","73","991",,45586,46
"2023-11-12 14:51","Telesat_System_Integrator","261","73","111","4012",0,11
"2023-11-12 14:51","Telesat_System_Integrator","261","73","23",,991,1
"2023-11-12 14:51","Artha_Ghani_Sempurna","263","73","111","4012",0,756
"2023-11-12 14:51","Artha_Ghani_Sempurna","263","73","941","2001",1982,2
"2023-11-12 14:51","KEE_Digital","2895","72","372","2001",0,1
"2023-11-12 14:51","KEE_Digital","2895","72","987","2001",0,1
"2023-11-12 14:51","KEE_Digital","2895","73","111","4012",0,313
"2023-11-12 14:51","KEE_Digital","2895","73","941","2001",65700,75
"2023-11-12 14:51","Access Mobile","42","66","938","2001",0,1
"2023-11-12 14:51","Access Mobile","42","67","941","2001",0,1
"2023-11-12 14:51","Triyakom","50","66","938","2001",0,1
"2023-11-12 14:51","Triyakom","50","67","940","5030",0,17
"2023-11-12 14:51","Triyakom","50","67","941","2001",0,355
"2023-11-12 14:51","Triyakom","50","72","372","2001",0,6
